,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
53,export,add a blur,different,0.22389745712280273,different
54,confirm tool application selecting tool,add a blur,different,0.22962239384651184,different
55,center button transform tool,add a blur,different,0.3081344664096832,different
56,fastlane support huawei store,add a blur,different,0.14645014703273773,different
57,github crowdin integration,add a blur,different,0.2667156755924225,different
58,build paintroid pull requests catroid develop jenkins,add a blur,different,0.13934840261936188,different
59,reuse drawingsurface pipette activity,add a blur,different,0.44771626591682434,different
60,image file size editing,add a blur,different,0.2948472797870636,different
61,upload mapping jenkins release builds,add a blur,different,0.1418696939945221,different
62,correct user intended position tools,add a blur,different,0.13805299997329712,different
63,dynamic color scheme,add a blur,different,0.4488784670829773,different
64,close transform tool options clicking apply,add graph,different,0.22576960921287537,different
65,save temporary copies automatically,add graph,different,0.13036459684371948,different
66,paste tool,add graph,different,0.33037683367729187,different
67,save load pocketpaint format,add graph,different,-0.03483971953392029,different
68,save load pocketpaint format,add graph,different,-0.03483971953392029,different
69,hide unhide layer,add graph,different,0.00021410128101706505,different
70,share feature,add graph,different,0.3356607258319855,different
71,feedback menu entry overflow menu,add graph,different,0.35030874609947205,different
72,spray tool,add graph,different,0.06866098940372467,different
73,insert image catrobat media gallery,add graph,different,0.18920356035232544,different
74,auto crop icon,add graph,different,0.0845574364066124,different
75,hint change default settings tools,add graph,different,0.2688790261745453,different
76,checkmark confirm tool applications,add graph,different,0.3462122678756714,different
77,copy paste symbols stamp tool selection application,add graph,different,0.38086074590682983,different
78,save dialog,add graph,different,0.10062967985868454,different
79,better compression research implementation,add graph,different,0.17749251425266266,different
80,export,add graph,different,0.2402447611093521,different
81,confirm tool application selecting tool,add graph,different,0.34080812335014343,different
82,center button transform tool,add graph,different,0.23308175802230835,different
83,fastlane support huawei store,add graph,different,0.25378572940826416,different
84,github crowdin integration,add graph,different,0.3912295997142792,different
85,build paintroid pull requests catroid develop jenkins,add graph,different,0.07752843201160431,different
86,reuse drawingsurface pipette activity,add graph,different,0.38754764199256897,different
87,image file size editing,add graph,different,0.284170538187027,different
88,upload mapping jenkins release builds,add graph,different,0.2562755048274994,different
89,correct user intended position tools,add graph,different,0.16293364763259888,different
90,dynamic color scheme,add graph,different,0.24797597527503967,different
91,close transform tool options clicking apply,add more colour,different,0.13096962869167328,different
92,save temporary copies automatically,add more colour,different,-0.041974619030952454,different
93,paste tool,add more colour,different,0.156185120344162,different
94,save load pocketpaint format,add more colour,different,0.12491898983716965,different
95,save load pocketpaint format,add more colour,different,0.12491898983716965,different
96,hide unhide layer,add more colour,different,0.04707124084234238,different
97,share feature,add more colour,different,0.12671612203121185,different
98,feedback menu entry overflow menu,add more colour,different,0.19022993743419647,different
99,spray tool,add more colour,different,0.25705477595329285,different
100,insert image catrobat media gallery,add more colour,different,0.19872638583183289,different
101,auto crop icon,add more colour,different,0.17897789180278778,different
102,hint change default settings tools,add more colour,different,0.2357250452041626,different
103,checkmark confirm tool applications,add more colour,different,0.06915533542633057,different
104,copy paste symbols stamp tool selection application,add more colour,different,0.15239043533802032,different
105,save dialog,add more colour,different,0.05810510367155075,different
106,better compression research implementation,add more colour,different,0.42412692308425903,different
107,export,add more colour,different,0.2629530131816864,different
108,confirm tool application selecting tool,add more colour,different,0.09916115552186966,different
109,center button transform tool,add more colour,different,0.12345115840435028,different
110,fastlane support huawei store,add more colour,different,0.1386699080467224,different
111,github crowdin integration,add more colour,different,0.06052703410387039,different
112,build paintroid pull requests catroid develop jenkins,add more colour,different,0.14805200695991516,different
113,reuse drawingsurface pipette activity,add more colour,different,0.22604036331176758,different
114,image file size editing,add more colour,different,0.1774044930934906,different
115,upload mapping jenkins release builds,add more colour,different,0.012499659322202206,different
116,correct user intended position tools,add more colour,different,0.10400444269180298,different
117,close transform tool options clicking apply,add pen tool,different,0.31994014978408813,different
118,save temporary copies automatically,add pen tool,different,0.19850194454193115,different
119,paste tool,add pen tool,different,0.39529529213905334,different
120,save load pocketpaint format,add pen tool,different,0.14076198637485504,different
121,save load pocketpaint format,add pen tool,different,0.14076198637485504,different
122,hide unhide layer,add pen tool,different,0.07605475932359695,different
123,share feature,add pen tool,different,0.1873796582221985,different
124,feedback menu entry overflow menu,add pen tool,different,0.2647663354873657,different
125,spray tool,add pen tool,different,0.23589101433753967,different
126,insert image catrobat media gallery,add pen tool,different,0.23948119580745697,different
127,auto crop icon,add pen tool,different,-0.0013985279947519302,different
128,hint change default settings tools,add pen tool,different,0.32213762402534485,different
129,checkmark confirm tool applications,add pen tool,different,0.46286821365356445,different
130,copy paste symbols stamp tool selection application,add pen tool,different,0.4559819996356964,different
131,save dialog,add pen tool,different,0.22471246123313904,different
132,better compression research implementation,add pen tool,different,0.2079613357782364,different
133,export,add pen tool,different,0.09036180377006531,different
134,confirm tool application selecting tool,add pen tool,different,0.4888223111629486,different
135,center button transform tool,add pen tool,different,0.40642210841178894,different
136,fastlane support huawei store,add pen tool,different,0.20362667739391327,different
137,github crowdin integration,add pen tool,different,0.18708808720111847,different
138,build paintroid pull requests catroid develop jenkins,add pen tool,different,0.22965502738952637,different
139,reuse drawingsurface pipette activity,add pen tool,different,0.4288967251777649,different
140,image file size editing,add pen tool,different,0.19509775936603546,different
141,upload mapping jenkins release builds,add pen tool,different,0.23633883893489838,different
142,correct user intended position tools,add pen tool,different,0.4504269063472748,different
143,dynamic color scheme,add pen tool,different,0.13861818611621857,different
144,close transform tool options clicking apply,add transparency,different,0.3561181426048279,different
145,save temporary copies automatically,add transparency,different,0.394722044467926,different
146,paste tool,add transparency,different,0.2719115614891052,different
147,save load pocketpaint format,add transparency,different,0.31108352541923523,different
148,save load pocketpaint format,add transparency,different,0.31108352541923523,different
149,hide unhide layer,add transparency,different,0.08753667026758194,different
150,share feature,add transparency,different,0.338803231716156,different
151,feedback menu entry overflow menu,add transparency,different,0.2995252013206482,different
152,spray tool,add transparency,different,0.1954663097858429,different
153,insert image catrobat media gallery,add transparency,different,0.19689089059829712,different
154,auto crop icon,add transparency,different,0.14353734254837036,different
155,hint change default settings tools,add transparency,different,0.30471065640449524,different
156,checkmark confirm tool applications,add transparency,different,0.3524944484233856,different
157,copy paste symbols stamp tool selection application,add transparency,different,0.3406268358230591,different
158,save dialog,add transparency,different,0.3289763331413269,different
159,better compression research implementation,add transparency,different,0.3535081446170807,different
160,export,add transparency,different,0.1690167784690857,different
161,confirm tool application selecting tool,add transparency,different,0.30895867943763733,different
162,center button transform tool,add transparency,different,0.2487124651670456,different
163,fastlane support huawei store,add transparency,different,0.26460281014442444,different
164,github crowdin integration,add transparency,different,0.2976435720920563,different
165,build paintroid pull requests catroid develop jenkins,add transparency,different,0.13217295706272125,different
166,reuse drawingsurface pipette activity,add transparency,different,0.2337663620710373,different
167,image file size editing,add transparency,different,0.3284587562084198,different
168,upload mapping jenkins release builds,add transparency,different,0.2217167168855667,different
169,correct user intended position tools,add transparency,different,0.2436942309141159,different
170,close transform tool options clicking apply,adding text,different,0.26641958951950073,different
171,save temporary copies automatically,adding text,different,0.17674896121025085,different
172,paste tool,adding text,different,0.3114445209503174,different
173,save load pocketpaint format,adding text,different,0.12635506689548492,different
174,save load pocketpaint format,adding text,different,0.12635506689548492,different
175,hide unhide layer,adding text,different,0.05339941382408142,different
176,share feature,adding text,different,0.29412516951560974,different
177,feedback menu entry overflow menu,adding text,different,0.34735777974128723,different
178,spray tool,adding text,different,0.18896830081939697,different
179,insert image catrobat media gallery,adding text,different,0.3209531903266907,different
180,auto crop icon,adding text,different,0.1645130217075348,different
181,hint change default settings tools,adding text,different,0.3787514865398407,different
182,checkmark confirm tool applications,adding text,different,0.3577093482017517,different
183,copy paste symbols stamp tool selection application,adding text,different,0.4371644854545593,different
184,save dialog,adding text,different,0.252167284488678,different
185,better compression research implementation,adding text,different,0.3541520833969116,different
186,export,adding text,different,0.18689356744289398,different
187,confirm tool application selecting tool,adding text,different,0.30228331685066223,different
188,center button transform tool,adding text,different,0.27527084946632385,different
189,fastlane support huawei store,adding text,different,0.28508684039115906,different
190,github crowdin integration,adding text,different,0.29519081115722656,different
191,build paintroid pull requests catroid develop jenkins,adding text,different,0.11283621937036514,different
192,reuse drawingsurface pipette activity,adding text,different,0.3964621424674988,different
193,image file size editing,adding text,different,0.32293325662612915,different
194,upload mapping jenkins release builds,adding text,different,0.2546459436416626,different
195,correct user intended position tools,adding text,different,0.26118066906929016,different
196,dynamic color scheme,adding text,different,0.32151681184768677,different
197,close transform tool options clicking apply,air brush,different,0.2783602476119995,different
198,save temporary copies automatically,air brush,different,0.16681067645549774,different
199,paste tool,air brush,different,0.39001575112342834,different
200,save load pocketpaint format,air brush,different,0.3836778402328491,different
201,save load pocketpaint format,air brush,different,0.3836778402328491,different
202,hide unhide layer,air brush,different,0.2463092803955078,different
203,share feature,air brush,different,0.22949951887130737,different
204,feedback menu entry overflow menu,air brush,different,0.18984276056289673,different
205,spray tool,air brush,different,0.4977096915245056,different
206,insert image catrobat media gallery,air brush,different,0.1934932917356491,different
207,auto crop icon,air brush,different,0.13158521056175232,different
208,hint change default settings tools,air brush,different,0.2256716787815094,different
209,checkmark confirm tool applications,air brush,different,0.19982850551605225,different
210,copy paste symbols stamp tool selection application,air brush,different,0.20282895863056183,different
211,save dialog,air brush,different,0.2966397702693939,different
212,better compression research implementation,air brush,different,0.15408176183700562,different
213,export,air brush,different,0.169223815202713,different
214,confirm tool application selecting tool,air brush,different,0.24326075613498688,different
215,center button transform tool,air brush,different,0.26858559250831604,different
216,fastlane support huawei store,air brush,different,0.06394049525260925,different
217,github crowdin integration,air brush,different,0.04143920913338661,different
218,build paintroid pull requests catroid develop jenkins,air brush,different,0.36955583095550537,different
219,reuse drawingsurface pipette activity,air brush,different,0.35836130380630493,different
220,image file size editing,air brush,different,0.08382335305213928,different
221,upload mapping jenkins release builds,air brush,different,0.2145523726940155,different
222,correct user intended position tools,air brush,different,0.17195884883403778,different
223,dynamic color scheme,air brush,different,0.24958524107933044,different
224,close transform tool options clicking apply,air canvas,different,0.038347892463207245,different
225,save temporary copies automatically,air canvas,different,0.10448561608791351,different
226,paste tool,air canvas,different,0.19366060197353363,different
227,save load pocketpaint format,air canvas,different,0.2505548596382141,different
228,save load pocketpaint format,air canvas,different,0.2505548596382141,different
229,hide unhide layer,air canvas,different,0.243769571185112,different
230,share feature,air canvas,different,0.18428842723369598,different
231,feedback menu entry overflow menu,air canvas,different,0.24834859371185303,different
232,spray tool,air canvas,different,0.2866625189781189,different
233,insert image catrobat media gallery,air canvas,different,0.1340259611606598,different
234,auto crop icon,air canvas,different,0.17881746590137482,different
235,hint change default settings tools,air canvas,different,0.12131740152835846,different
236,checkmark confirm tool applications,air canvas,different,0.08298168331384659,different
237,copy paste symbols stamp tool selection application,air canvas,different,0.10082900524139404,different
238,save dialog,air canvas,different,0.2428644448518753,different
239,better compression research implementation,air canvas,different,0.1460370570421219,different
240,export,air canvas,different,0.1694188266992569,different
241,confirm tool application selecting tool,air canvas,different,0.11599072068929672,different
242,center button transform tool,air canvas,different,0.11475580185651779,different
243,fastlane support huawei store,air canvas,different,0.1922173649072647,different
244,github crowdin integration,air canvas,different,0.11991618573665619,different
245,build paintroid pull requests catroid develop jenkins,air canvas,different,0.23871275782585144,different
246,reuse drawingsurface pipette activity,air canvas,different,0.20305365324020386,different
247,image file size editing,air canvas,different,0.045864153653383255,different
248,upload mapping jenkins release builds,air canvas,different,0.1642690747976303,different
249,correct user intended position tools,air canvas,different,0.058218829333782196,different
250,dynamic color scheme,air canvas,different,0.34811297059059143,different
251,close transform tool options clicking apply,alpha transparencies,different,0.24879691004753113,different
252,save temporary copies automatically,alpha transparencies,different,0.138543501496315,different
253,paste tool,alpha transparencies,different,0.24685245752334595,different
254,save load pocketpaint format,alpha transparencies,different,-0.03855541720986366,different
255,save load pocketpaint format,alpha transparencies,different,-0.03855541720986366,different
256,hide unhide layer,alpha transparencies,different,0.10994642972946167,different
257,share feature,alpha transparencies,different,0.2925296723842621,different
258,feedback menu entry overflow menu,alpha transparencies,different,0.2888656258583069,different
259,spray tool,alpha transparencies,different,0.03202621638774872,different
260,insert image catrobat media gallery,alpha transparencies,different,0.25566476583480835,different
261,auto crop icon,alpha transparencies,different,0.13504362106323242,different
262,hint change default settings tools,alpha transparencies,different,0.22835341095924377,different
263,checkmark confirm tool applications,alpha transparencies,different,0.2436685860157013,different
264,copy paste symbols stamp tool selection application,alpha transparencies,different,0.21054111421108246,different
265,save dialog,alpha transparencies,different,0.14403390884399414,different
266,better compression research implementation,alpha transparencies,different,0.08135512471199036,different
267,export,alpha transparencies,different,0.14223088324069977,different
268,confirm tool application selecting tool,alpha transparencies,different,0.2671128213405609,different
269,center button transform tool,alpha transparencies,different,0.3523533344268799,different
270,fastlane support huawei store,alpha transparencies,different,0.2414790540933609,different
271,github crowdin integration,alpha transparencies,different,0.271250456571579,different
272,build paintroid pull requests catroid develop jenkins,alpha transparencies,different,0.1258762925863266,different
273,reuse drawingsurface pipette activity,alpha transparencies,different,0.22084231674671173,different
274,image file size editing,alpha transparencies,different,0.22401344776153564,different
275,upload mapping jenkins release builds,alpha transparencies,different,0.2574251592159271,different
276,correct user intended position tools,alpha transparencies,different,0.1808718889951706,different
277,dynamic color scheme,alpha transparencies,different,0.21874119341373444,different
278,close transform tool options clicking apply,android developers,different,0.11079137027263641,different
279,save temporary copies automatically,android developers,different,0.06347893923521042,different
280,paste tool,android developers,different,0.2563134729862213,different
281,save load pocketpaint format,android developers,different,0.09478884935379028,different
282,save load pocketpaint format,android developers,different,0.09478884935379028,different
283,hide unhide layer,android developers,different,0.1419728845357895,different
284,share feature,android developers,different,0.1629837155342102,different
285,feedback menu entry overflow menu,android developers,different,0.024886323139071465,different
286,spray tool,android developers,different,0.185858815908432,different
287,insert image catrobat media gallery,android developers,different,0.3451623022556305,different
288,auto crop icon,android developers,different,0.05393657088279724,different
289,hint change default settings tools,android developers,different,0.15187577903270721,different
290,checkmark confirm tool applications,android developers,different,0.2205197513103485,different
291,copy paste symbols stamp tool selection application,android developers,different,0.10338753461837769,different
292,save dialog,android developers,different,-0.020645810291171074,different
293,better compression research implementation,android developers,different,0.035722870379686356,different
294,export,android developers,different,0.04137352481484413,different
295,confirm tool application selecting tool,android developers,different,0.22216452658176422,different
296,center button transform tool,android developers,different,0.25329962372779846,different
297,fastlane support huawei store,android developers,different,0.08517276495695114,different
298,github crowdin integration,android developers,different,0.2739637494087219,different
299,build paintroid pull requests catroid develop jenkins,android developers,different,0.24514734745025635,different
300,reuse drawingsurface pipette activity,android developers,different,0.20725467801094055,different
301,image file size editing,android developers,different,0.047687411308288574,different
302,upload mapping jenkins release builds,android developers,different,0.23980291187763214,different
303,correct user intended position tools,android developers,different,0.16243956983089447,different
304,dynamic color scheme,android developers,different,0.025040678679943085,different
305,close transform tool options clicking apply,applying a color,different,0.24576683342456818,different
306,save temporary copies automatically,applying a color,different,0.05627353489398956,different
307,paste tool,applying a color,different,0.30834245681762695,different
308,save load pocketpaint format,applying a color,different,0.22965510189533234,different
309,save load pocketpaint format,applying a color,different,0.22965510189533234,different
310,hide unhide layer,applying a color,different,0.08566879481077194,different
311,share feature,applying a color,different,0.15950343012809753,different
312,feedback menu entry overflow menu,applying a color,different,0.20311231911182404,different
313,spray tool,applying a color,different,0.4785620868206024,different
314,insert image catrobat media gallery,applying a color,different,0.254271924495697,different
315,auto crop icon,applying a color,different,0.18913967907428741,different
316,hint change default settings tools,applying a color,different,0.3371487557888031,different
317,checkmark confirm tool applications,applying a color,different,0.20611968636512756,different
318,copy paste symbols stamp tool selection application,applying a color,different,0.20815961062908173,different
319,save dialog,applying a color,different,0.13539724051952362,different
320,better compression research implementation,applying a color,different,0.26347193121910095,different
321,export,applying a color,different,0.2522781789302826,different
322,confirm tool application selecting tool,applying a color,different,0.23616528511047363,different
323,center button transform tool,applying a color,different,0.26540008187294006,different
324,fastlane support huawei store,applying a color,different,0.12700118124485016,different
325,github crowdin integration,applying a color,different,0.12125147879123688,different
326,build paintroid pull requests catroid develop jenkins,applying a color,different,0.24166975915431976,different
327,reuse drawingsurface pipette activity,applying a color,different,0.33751004934310913,different
328,image file size editing,applying a color,different,0.18174311518669128,different
329,upload mapping jenkins release builds,applying a color,different,0.09856843948364258,different
330,correct user intended position tools,applying a color,different,0.17538629472255707,different
331,close transform tool options clicking apply,applying transparency,different,0.3496129512786865,different
332,save temporary copies automatically,applying transparency,different,0.3854275047779083,different
333,paste tool,applying transparency,different,0.25448235869407654,different
334,save load pocketpaint format,applying transparency,different,0.29216545820236206,different
335,save load pocketpaint format,applying transparency,different,0.29216545820236206,different
336,hide unhide layer,applying transparency,different,0.057649001479148865,different
337,share feature,applying transparency,different,0.3342237174510956,different
338,feedback menu entry overflow menu,applying transparency,different,0.3019641935825348,different
339,spray tool,applying transparency,different,0.19957773387432098,different
340,insert image catrobat media gallery,applying transparency,different,0.19557593762874603,different
341,auto crop icon,applying transparency,different,0.15996308624744415,different
342,hint change default settings tools,applying transparency,different,0.30742359161376953,different
343,checkmark confirm tool applications,applying transparency,different,0.37951013445854187,different
344,copy paste symbols stamp tool selection application,applying transparency,different,0.3566502332687378,different
345,save dialog,applying transparency,different,0.32968249917030334,different
346,better compression research implementation,applying transparency,different,0.29275617003440857,different
347,export,applying transparency,different,0.1779920905828476,different
348,confirm tool application selecting tool,applying transparency,different,0.3232094645500183,different
349,center button transform tool,applying transparency,different,0.22607861459255219,different
350,fastlane support huawei store,applying transparency,different,0.27331146597862244,different
351,github crowdin integration,applying transparency,different,0.32431143522262573,different
352,build paintroid pull requests catroid develop jenkins,applying transparency,different,0.12026345729827881,different
353,reuse drawingsurface pipette activity,applying transparency,different,0.21734747290611267,different
354,image file size editing,applying transparency,different,0.3126762807369232,different
355,upload mapping jenkins release builds,applying transparency,different,0.2295076549053192,different
356,correct user intended position tools,applying transparency,different,0.23393255472183228,different
357,close transform tool options clicking apply,auto zoom kills,different,0.20225515961647034,different
358,save temporary copies automatically,auto zoom kills,different,0.24518869817256927,different
359,paste tool,auto zoom kills,different,0.1605193167924881,different
360,save load pocketpaint format,auto zoom kills,different,0.2291821986436844,different
361,save load pocketpaint format,auto zoom kills,different,0.2291821986436844,different
362,hide unhide layer,auto zoom kills,different,0.04412505403161049,different
363,share feature,auto zoom kills,different,0.1499973088502884,different
364,feedback menu entry overflow menu,auto zoom kills,different,0.18248388171195984,different
365,spray tool,auto zoom kills,different,0.17404010891914368,different
366,insert image catrobat media gallery,auto zoom kills,different,0.11708217859268188,different
367,auto crop icon,auto zoom kills,different,0.3426099121570587,different
368,hint change default settings tools,auto zoom kills,different,0.1854156106710434,different
369,checkmark confirm tool applications,auto zoom kills,different,0.19916054606437683,different
370,copy paste symbols stamp tool selection application,auto zoom kills,different,0.17107665538787842,different
371,save dialog,auto zoom kills,different,0.2568674683570862,different
372,better compression research implementation,auto zoom kills,different,0.1243055909872055,different
373,export,auto zoom kills,different,0.025295481085777283,different
374,confirm tool application selecting tool,auto zoom kills,different,0.18082726001739502,different
375,center button transform tool,auto zoom kills,different,0.2219255268573761,different
376,fastlane support huawei store,auto zoom kills,different,0.14746037125587463,different
377,github crowdin integration,auto zoom kills,different,0.09833361953496933,different
378,build paintroid pull requests catroid develop jenkins,auto zoom kills,different,0.08924055844545364,different
379,reuse drawingsurface pipette activity,auto zoom kills,different,0.1680920422077179,different
380,image file size editing,auto zoom kills,different,0.15145620703697205,different
381,upload mapping jenkins release builds,auto zoom kills,different,0.1499806046485901,different
382,correct user intended position tools,auto zoom kills,different,0.2016478180885315,different
383,dynamic color scheme,auto zoom kills,different,0.07972680032253265,different
384,close transform tool options clicking apply,available font,different,0.32481828331947327,different
385,save temporary copies automatically,available font,different,0.26416483521461487,different
386,paste tool,available font,different,0.40202075242996216,different
387,save load pocketpaint format,available font,different,0.2015150487422943,different
388,save load pocketpaint format,available font,different,0.2015150487422943,different
389,hide unhide layer,available font,different,0.1054847463965416,different
390,share feature,available font,different,0.43492522835731506,different
391,feedback menu entry overflow menu,available font,different,0.36976706981658936,different
392,spray tool,available font,different,0.23644477128982544,different
393,insert image catrobat media gallery,available font,different,0.3240053951740265,different
394,auto crop icon,available font,different,0.16153427958488464,different
395,hint change default settings tools,available font,different,0.4433601200580597,different
396,checkmark confirm tool applications,available font,different,0.5147765278816223,different
397,copy paste symbols stamp tool selection application,available font,different,0.5025069713592529,different
398,save dialog,available font,different,0.2252093404531479,different
399,better compression research implementation,available font,different,0.3553757071495056,different
400,export,available font,different,0.21265879273414612,different
401,confirm tool application selecting tool,available font,different,0.5232418179512024,different
402,center button transform tool,available font,different,0.4136556088924408,different
403,fastlane support huawei store,available font,different,0.31393635272979736,different
404,github crowdin integration,available font,different,0.40097153186798096,different
405,build paintroid pull requests catroid develop jenkins,available font,different,0.16014090180397034,different
406,reuse drawingsurface pipette activity,available font,different,0.4558858573436737,different
407,image file size editing,available font,different,0.399517685174942,different
408,upload mapping jenkins release builds,available font,different,0.3293490707874298,different
409,correct user intended position tools,available font,different,0.4215385317802429,different
410,dynamic color scheme,available font,different,0.31026020646095276,different
411,close transform tool options clicking apply,basic animation package,different,0.32116806507110596,different
412,save temporary copies automatically,basic animation package,different,0.2934543788433075,different
413,paste tool,basic animation package,different,0.5041623115539551,different
414,save load pocketpaint format,basic animation package,different,0.28854823112487793,different
415,save load pocketpaint format,basic animation package,different,0.28854823112487793,different
416,hide unhide layer,basic animation package,different,0.24675747752189636,different
417,share feature,basic animation package,different,0.3655434548854828,different
418,feedback menu entry overflow menu,basic animation package,different,0.20170320570468903,different
419,spray tool,basic animation package,different,0.2545115053653717,different
420,insert image catrobat media gallery,basic animation package,different,0.38779136538505554,different
421,auto crop icon,basic animation package,different,0.12004322558641434,different
422,hint change default settings tools,basic animation package,different,0.32031580805778503,different
423,checkmark confirm tool applications,basic animation package,different,0.4298173487186432,different
424,copy paste symbols stamp tool selection application,basic animation package,different,0.41626405715942383,different
425,save dialog,basic animation package,different,0.25511860847473145,different
426,better compression research implementation,basic animation package,different,0.17081159353256226,different
427,export,basic animation package,different,0.11839277297258377,different
428,confirm tool application selecting tool,basic animation package,different,0.38903847336769104,different
429,center button transform tool,basic animation package,different,0.3611080050468445,different
430,fastlane support huawei store,basic animation package,different,0.13534769415855408,different
431,github crowdin integration,basic animation package,different,0.3092613220214844,different
432,build paintroid pull requests catroid develop jenkins,basic animation package,different,0.17652137577533722,different
433,reuse drawingsurface pipette activity,basic animation package,different,0.4558044672012329,different
434,image file size editing,basic animation package,different,0.35841086506843567,different
435,upload mapping jenkins release builds,basic animation package,different,0.3032633364200592,different
436,correct user intended position tools,basic animation package,different,0.24369262158870697,different
437,dynamic color scheme,basic animation package,different,-0.029270190745592117,different
438,close transform tool options clicking apply,basic components,different,0.19530834257602692,different
439,save temporary copies automatically,basic components,different,0.2732948958873749,different
440,paste tool,basic components,different,0.44998231530189514,different
441,save load pocketpaint format,basic components,different,0.12231610715389252,different
442,save load pocketpaint format,basic components,different,0.12231610715389252,different
443,hide unhide layer,basic components,different,0.2980507016181946,different
444,share feature,basic components,different,0.45108529925346375,different
445,feedback menu entry overflow menu,basic components,different,0.22044126689434052,different
446,spray tool,basic components,different,0.260039359331131,different
447,insert image catrobat media gallery,basic components,different,0.2681022882461548,different
448,auto crop icon,basic components,different,0.15063749253749847,different
449,hint change default settings tools,basic components,different,0.3052481412887573,different
450,checkmark confirm tool applications,basic components,different,0.46093523502349854,different
451,copy paste symbols stamp tool selection application,basic components,different,0.33334192633628845,different
452,save dialog,basic components,different,0.2695462703704834,different
453,better compression research implementation,basic components,different,0.18811389803886414,different
454,export,basic components,different,0.11861102283000946,different
455,confirm tool application selecting tool,basic components,different,0.48998427391052246,different
456,center button transform tool,basic components,different,0.3969486653804779,different
457,fastlane support huawei store,basic components,different,0.29084789752960205,different
458,github crowdin integration,basic components,different,0.3809570074081421,different
459,build paintroid pull requests catroid develop jenkins,basic components,different,0.20169952511787415,different
460,reuse drawingsurface pipette activity,basic components,different,0.3478657007217407,different
461,image file size editing,basic components,different,0.156210795044899,different
462,upload mapping jenkins release builds,basic components,different,0.3504091203212738,different
463,correct user intended position tools,basic components,different,0.4184514880180359,different
464,dynamic color scheme,basic components,different,0.1561291217803955,different
465,close transform tool options clicking apply,blur tool,different,0.3556005656719208,different
466,save temporary copies automatically,blur tool,different,0.3168994188308716,different
467,paste tool,blur tool,different,0.6154410243034363,different
468,save load pocketpaint format,blur tool,different,0.3585074543952942,different
469,save load pocketpaint format,blur tool,different,0.3585074543952942,different
470,hide unhide layer,blur tool,different,0.28164026141166687,different
