,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
48,hint change default settings tools,add a blur,different,0.29064449667930603,different
49,checkmark confirm tool applications,add a blur,different,0.22174054384231567,different
50,copy paste symbols stamp tool selection application,add a blur,different,0.19927462935447693,different
51,save dialog,add a blur,different,0.3184167742729187,different
52,better compression research implementation,add a blur,different,0.3011792302131653,different
53,export,add a blur,different,0.29816681146621704,different
54,confirm tool application selecting tool,add a blur,different,0.17201721668243408,different
55,center button transform tool,add a blur,different,0.19343100488185883,different
56,fastlane support huawei store,add a blur,different,0.11316671222448349,different
57,github crowdin integration,add a blur,different,0.2789781391620636,different
58,build paintroid pull requests catroid develop jenkins,add a blur,different,0.14655357599258423,different
59,reuse drawingsurface pipette activity,add a blur,different,0.314281702041626,different
60,image file size editing,add a blur,different,0.4016645848751068,different
61,upload mapping jenkins release builds,add a blur,different,0.25269368290901184,different
62,correct user intended position tools,add a blur,different,0.14761137962341309,different
63,dynamic color scheme,add a blur,different,0.48547738790512085,different
64,close transform tool options clicking apply,add graph,different,0.3720192611217499,different
65,save temporary copies automatically,add graph,different,0.353148877620697,different
66,paste tool,add graph,different,0.38540929555892944,different
67,save load pocketpaint format,add graph,different,0.33567821979522705,different
68,save load pocketpaint format,add graph,different,0.33567821979522705,different
69,hide unhide layer,add graph,different,0.1110110729932785,different
70,share feature,add graph,different,0.3627897799015045,different
71,feedback menu entry overflow menu,add graph,different,0.2928439676761627,different
72,spray tool,add graph,different,0.12277327477931976,different
73,insert image catrobat media gallery,add graph,different,0.2516539692878723,different
74,auto crop icon,add graph,different,0.29217466711997986,different
75,hint change default settings tools,add graph,different,0.33608096837997437,different
76,checkmark confirm tool applications,add graph,different,0.30456212162971497,different
77,copy paste symbols stamp tool selection application,add graph,different,0.27119022607803345,different
78,save dialog,add graph,different,0.30934014916419983,different
79,better compression research implementation,add graph,different,0.17090383172035217,different
80,export,add graph,different,0.26607346534729004,different
81,confirm tool application selecting tool,add graph,different,0.2912806272506714,different
82,center button transform tool,add graph,different,0.26886364817619324,different
83,fastlane support huawei store,add graph,different,0.2242957353591919,different
84,github crowdin integration,add graph,different,0.4499746263027191,different
85,build paintroid pull requests catroid develop jenkins,add graph,different,0.22257840633392334,different
86,reuse drawingsurface pipette activity,add graph,different,0.3806161880493164,different
87,image file size editing,add graph,different,0.38994958996772766,different
88,upload mapping jenkins release builds,add graph,different,0.3704463839530945,different
89,correct user intended position tools,add graph,different,0.1830344796180725,different
90,dynamic color scheme,add graph,different,0.27803412079811096,different
91,close transform tool options clicking apply,add more colour,different,0.10401680320501328,different
92,save temporary copies automatically,add more colour,different,0.264306902885437,different
93,paste tool,add more colour,different,0.30574116110801697,different
94,save load pocketpaint format,add more colour,different,0.0785127580165863,different
95,save load pocketpaint format,add more colour,different,0.0785127580165863,different
96,hide unhide layer,add more colour,different,0.18328171968460083,different
97,share feature,add more colour,different,0.18138614296913147,different
98,feedback menu entry overflow menu,add more colour,different,-0.0063953399658203125,different
99,spray tool,add more colour,different,0.3052560091018677,different
100,insert image catrobat media gallery,add more colour,different,0.23430760204792023,different
101,auto crop icon,add more colour,different,0.08300015330314636,different
102,hint change default settings tools,add more colour,different,0.20738214254379272,different
103,checkmark confirm tool applications,add more colour,different,0.08689571171998978,different
104,copy paste symbols stamp tool selection application,add more colour,different,0.13360591232776642,different
105,save dialog,add more colour,different,0.30674275755882263,different
106,better compression research implementation,add more colour,different,0.35716426372528076,different
107,export,add more colour,different,0.1928846538066864,different
108,confirm tool application selecting tool,add more colour,different,0.14915677905082703,different
109,center button transform tool,add more colour,different,0.2110253870487213,different
110,fastlane support huawei store,add more colour,different,-0.06195756047964096,different
111,github crowdin integration,add more colour,different,0.08146854490041733,different
112,build paintroid pull requests catroid develop jenkins,add more colour,different,0.14121265709400177,different
113,reuse drawingsurface pipette activity,add more colour,different,0.3957816958427429,different
114,image file size editing,add more colour,different,0.30583134293556213,different
115,upload mapping jenkins release builds,add more colour,different,0.16539345681667328,different
116,correct user intended position tools,add more colour,different,0.2066243439912796,different
117,close transform tool options clicking apply,add pen tool,different,0.2581273019313812,different
118,save temporary copies automatically,add pen tool,different,0.36979925632476807,different
119,paste tool,add pen tool,different,0.5294198989868164,different
120,save load pocketpaint format,add pen tool,different,0.33738043904304504,different
121,save load pocketpaint format,add pen tool,different,0.33738043904304504,different
122,hide unhide layer,add pen tool,different,0.17474010586738586,different
123,share feature,add pen tool,different,0.1567004919052124,different
124,feedback menu entry overflow menu,add pen tool,different,0.0864672064781189,different
125,spray tool,add pen tool,different,0.5332092046737671,different
126,insert image catrobat media gallery,add pen tool,different,0.1916060447692871,different
127,auto crop icon,add pen tool,different,0.21006183326244354,different
128,hint change default settings tools,add pen tool,different,0.3820592164993286,different
129,checkmark confirm tool applications,add pen tool,different,0.4046597182750702,different
130,copy paste symbols stamp tool selection application,add pen tool,different,0.492496520280838,different
131,save dialog,add pen tool,different,0.36513426899909973,different
132,better compression research implementation,add pen tool,different,0.22799250483512878,different
133,export,add pen tool,different,0.1787024438381195,different
134,confirm tool application selecting tool,add pen tool,different,0.4935632348060608,different
135,center button transform tool,add pen tool,different,0.4068136513233185,different
136,fastlane support huawei store,add pen tool,different,0.044589556753635406,different
137,github crowdin integration,add pen tool,different,0.17373427748680115,different
138,build paintroid pull requests catroid develop jenkins,add pen tool,different,0.24124573171138763,different
139,reuse drawingsurface pipette activity,add pen tool,different,0.5794627666473389,different
140,image file size editing,add pen tool,different,0.30089616775512695,different
141,upload mapping jenkins release builds,add pen tool,different,0.3525148928165436,different
142,correct user intended position tools,add pen tool,different,0.41758525371551514,different
143,dynamic color scheme,add pen tool,different,0.18422207236289978,different
144,close transform tool options clicking apply,add transparency,different,0.29367876052856445,different
145,save temporary copies automatically,add transparency,different,0.2953139841556549,different
146,paste tool,add transparency,different,0.28473615646362305,different
147,save load pocketpaint format,add transparency,different,0.2808762490749359,different
148,save load pocketpaint format,add transparency,different,0.2808762490749359,different
149,hide unhide layer,add transparency,different,0.2683318257331848,different
150,share feature,add transparency,different,0.35598769783973694,different
151,feedback menu entry overflow menu,add transparency,different,0.09605664759874344,different
152,spray tool,add transparency,different,0.42293667793273926,different
153,insert image catrobat media gallery,add transparency,different,0.10646912455558777,different
154,auto crop icon,add transparency,different,0.03787993639707565,different
155,hint change default settings tools,add transparency,different,0.20615562796592712,different
156,checkmark confirm tool applications,add transparency,different,0.25379252433776855,different
157,copy paste symbols stamp tool selection application,add transparency,different,0.042534444481134415,different
158,save dialog,add transparency,different,0.292921781539917,different
159,better compression research implementation,add transparency,different,0.3526563048362732,different
160,export,add transparency,different,0.16610513627529144,different
161,confirm tool application selecting tool,add transparency,different,0.22265341877937317,different
162,center button transform tool,add transparency,different,0.06495599448680878,different
163,fastlane support huawei store,add transparency,different,0.11363464593887329,different
164,github crowdin integration,add transparency,different,0.1755712628364563,different
165,build paintroid pull requests catroid develop jenkins,add transparency,different,-0.04946431145071983,different
166,reuse drawingsurface pipette activity,add transparency,different,0.19892151653766632,different
167,image file size editing,add transparency,different,0.3226407766342163,different
168,upload mapping jenkins release builds,add transparency,different,0.1495675891637802,different
169,correct user intended position tools,add transparency,different,0.34987393021583557,different
170,close transform tool options clicking apply,adding text,different,0.31013256311416626,different
171,save temporary copies automatically,adding text,different,0.4394513964653015,different
172,paste tool,adding text,different,0.4119386076927185,different
173,save load pocketpaint format,adding text,different,0.2808248698711395,different
174,save load pocketpaint format,adding text,different,0.2808248698711395,different
175,hide unhide layer,adding text,different,0.1982046663761139,different
176,share feature,adding text,different,0.20862998068332672,different
177,feedback menu entry overflow menu,adding text,different,0.11077874898910522,different
178,spray tool,adding text,different,0.3009089529514313,different
179,insert image catrobat media gallery,adding text,different,0.290755033493042,different
180,auto crop icon,adding text,different,0.10325423628091812,different
181,hint change default settings tools,adding text,different,0.34870895743370056,different
182,checkmark confirm tool applications,adding text,different,0.2519681751728058,different
183,copy paste symbols stamp tool selection application,adding text,different,0.3968167006969452,different
184,save dialog,adding text,different,0.40231767296791077,different
185,better compression research implementation,adding text,different,0.3018363118171692,different
186,export,adding text,different,0.25635603070259094,different
187,confirm tool application selecting tool,adding text,different,0.2648722231388092,different
188,center button transform tool,adding text,different,0.24425792694091797,different
189,fastlane support huawei store,adding text,different,0.10009360313415527,different
190,github crowdin integration,adding text,different,0.2916335165500641,different
191,build paintroid pull requests catroid develop jenkins,adding text,different,0.24123498797416687,different
192,reuse drawingsurface pipette activity,adding text,different,0.41264909505844116,different
193,image file size editing,adding text,different,0.39680421352386475,different
194,upload mapping jenkins release builds,adding text,different,0.3895812928676605,different
195,correct user intended position tools,adding text,different,0.2103106528520584,different
196,dynamic color scheme,adding text,different,0.3724329471588135,different
197,close transform tool options clicking apply,air brush,different,0.3230668902397156,different
198,save temporary copies automatically,air brush,different,0.2361706644296646,different
199,paste tool,air brush,different,0.313770592212677,different
200,save load pocketpaint format,air brush,different,0.3540269732475281,different
201,save load pocketpaint format,air brush,different,0.3540269732475281,different
202,hide unhide layer,air brush,different,0.2748110592365265,different
203,share feature,air brush,different,0.24582354724407196,different
204,feedback menu entry overflow menu,air brush,different,0.07828468829393387,different
205,spray tool,air brush,different,0.5291928648948669,different
206,insert image catrobat media gallery,air brush,different,0.21182416379451752,different
207,auto crop icon,air brush,different,0.18708518147468567,different
208,hint change default settings tools,air brush,different,0.22125302255153656,different
209,checkmark confirm tool applications,air brush,different,0.18724100291728973,different
210,copy paste symbols stamp tool selection application,air brush,different,0.25649750232696533,different
211,save dialog,air brush,different,0.1853211522102356,different
212,better compression research implementation,air brush,different,0.11778844147920609,different
213,export,air brush,different,0.3204595744609833,different
214,confirm tool application selecting tool,air brush,different,0.2334703505039215,different
215,center button transform tool,air brush,different,0.15023455023765564,different
216,fastlane support huawei store,air brush,different,-0.041213735938072205,different
217,github crowdin integration,air brush,different,0.17294776439666748,different
218,build paintroid pull requests catroid develop jenkins,air brush,different,0.06874098628759384,different
219,reuse drawingsurface pipette activity,air brush,different,0.3921853005886078,different
220,image file size editing,air brush,different,0.16375569999217987,different
221,upload mapping jenkins release builds,air brush,different,0.08609665930271149,different
222,correct user intended position tools,air brush,different,0.1874481737613678,different
223,dynamic color scheme,air brush,different,0.3843143582344055,different
224,close transform tool options clicking apply,air canvas,different,0.11148366332054138,different
225,save temporary copies automatically,air canvas,different,0.10269902646541595,different
226,paste tool,air canvas,different,0.16019999980926514,different
227,save load pocketpaint format,air canvas,different,0.26261210441589355,different
228,save load pocketpaint format,air canvas,different,0.26261210441589355,different
229,hide unhide layer,air canvas,different,0.339842826128006,different
230,share feature,air canvas,different,0.1614532619714737,different
231,feedback menu entry overflow menu,air canvas,different,-0.05411894619464874,different
232,spray tool,air canvas,different,0.32487136125564575,different
233,insert image catrobat media gallery,air canvas,different,0.1926778107881546,different
234,auto crop icon,air canvas,different,0.13073451817035675,different
235,hint change default settings tools,air canvas,different,0.080024354159832,different
236,checkmark confirm tool applications,air canvas,different,0.04755294695496559,different
237,copy paste symbols stamp tool selection application,air canvas,different,0.10131289809942245,different
238,save dialog,air canvas,different,0.12422461807727814,different
239,better compression research implementation,air canvas,different,0.07727845758199692,different
240,export,air canvas,different,0.22597290575504303,different
241,confirm tool application selecting tool,air canvas,different,0.09402403235435486,different
242,center button transform tool,air canvas,different,0.0757506787776947,different
243,fastlane support huawei store,air canvas,different,-0.10809901356697083,different
244,github crowdin integration,air canvas,different,0.10298196226358414,different
245,build paintroid pull requests catroid develop jenkins,air canvas,different,-0.0015831757336854935,different
246,reuse drawingsurface pipette activity,air canvas,different,0.2665138244628906,different
247,image file size editing,air canvas,different,0.08250784873962402,different
248,upload mapping jenkins release builds,air canvas,different,0.008287332952022552,different
249,correct user intended position tools,air canvas,different,0.14007796347141266,different
250,dynamic color scheme,air canvas,different,0.3774277865886688,different
251,close transform tool options clicking apply,alpha transparencies,different,0.09808850288391113,different
252,save temporary copies automatically,alpha transparencies,different,0.20881083607673645,different
253,paste tool,alpha transparencies,different,0.21639110147953033,different
254,save load pocketpaint format,alpha transparencies,different,0.21120308339595795,different
255,save load pocketpaint format,alpha transparencies,different,0.21120308339595795,different
256,hide unhide layer,alpha transparencies,different,0.20304015278816223,different
257,share feature,alpha transparencies,different,0.20451509952545166,different
258,feedback menu entry overflow menu,alpha transparencies,different,0.18843472003936768,different
259,spray tool,alpha transparencies,different,0.15333035588264465,different
260,insert image catrobat media gallery,alpha transparencies,different,0.2966720461845398,different
261,auto crop icon,alpha transparencies,different,0.23448051512241364,different
262,hint change default settings tools,alpha transparencies,different,0.21883052587509155,different
263,checkmark confirm tool applications,alpha transparencies,different,0.33959823846817017,different
264,copy paste symbols stamp tool selection application,alpha transparencies,different,0.27141207456588745,different
265,save dialog,alpha transparencies,different,0.23654627799987793,different
266,better compression research implementation,alpha transparencies,different,0.19277043640613556,different
267,export,alpha transparencies,different,0.3044017255306244,different
268,confirm tool application selecting tool,alpha transparencies,different,0.3120075464248657,different
269,center button transform tool,alpha transparencies,different,0.31829971075057983,different
270,fastlane support huawei store,alpha transparencies,different,0.07310909777879715,different
271,github crowdin integration,alpha transparencies,different,0.2511371970176697,different
272,build paintroid pull requests catroid develop jenkins,alpha transparencies,different,0.22202129662036896,different
273,reuse drawingsurface pipette activity,alpha transparencies,different,0.17336946725845337,different
274,image file size editing,alpha transparencies,different,0.18679505586624146,different
275,upload mapping jenkins release builds,alpha transparencies,different,0.23996184766292572,different
276,correct user intended position tools,alpha transparencies,different,0.24370457231998444,different
277,dynamic color scheme,alpha transparencies,different,0.2933238446712494,different
278,close transform tool options clicking apply,android developers,different,-0.028927434235811234,different
279,save temporary copies automatically,android developers,different,-0.008181070908904076,different
280,paste tool,android developers,different,0.1422671526670456,different
281,save load pocketpaint format,android developers,different,0.10936261713504791,different
282,save load pocketpaint format,android developers,different,0.10936261713504791,different
283,hide unhide layer,android developers,different,-0.02967960573732853,different
284,share feature,android developers,different,0.1672656536102295,different
285,feedback menu entry overflow menu,android developers,different,0.14451728761196136,different
286,spray tool,android developers,different,0.07626883685588837,different
287,insert image catrobat media gallery,android developers,different,0.0414615124464035,different
288,auto crop icon,android developers,different,0.22203592956066132,different
289,hint change default settings tools,android developers,different,0.24935314059257507,different
290,checkmark confirm tool applications,android developers,different,0.12477850914001465,different
291,copy paste symbols stamp tool selection application,android developers,different,-0.0076358737424016,different
292,save dialog,android developers,different,0.14761030673980713,different
293,better compression research implementation,android developers,different,0.08379184454679489,different
294,export,android developers,different,0.0973549336194992,different
295,confirm tool application selecting tool,android developers,different,0.2584763169288635,different
296,center button transform tool,android developers,different,0.19178053736686707,different
297,fastlane support huawei store,android developers,different,0.21762102842330933,different
298,github crowdin integration,android developers,different,0.16911949217319489,different
299,build paintroid pull requests catroid develop jenkins,android developers,different,0.0954131931066513,different
300,reuse drawingsurface pipette activity,android developers,different,0.115601547062397,different
301,image file size editing,android developers,different,-0.008540657348930836,different
302,upload mapping jenkins release builds,android developers,different,0.1934581995010376,different
303,correct user intended position tools,android developers,different,0.254767507314682,different
304,dynamic color scheme,android developers,different,0.05345984175801277,different
305,close transform tool options clicking apply,applying a color,different,0.29742631316185,different
306,save temporary copies automatically,applying a color,different,0.3363206088542938,different
307,paste tool,applying a color,different,0.4901793897151947,different
308,save load pocketpaint format,applying a color,different,0.14982633292675018,different
309,save load pocketpaint format,applying a color,different,0.14982633292675018,different
310,hide unhide layer,applying a color,different,0.24368229508399963,different
311,share feature,applying a color,different,0.21165913343429565,different
312,feedback menu entry overflow menu,applying a color,different,0.0476018451154232,different
313,spray tool,applying a color,different,0.4757409691810608,different
314,insert image catrobat media gallery,applying a color,different,0.24752411246299744,different
315,auto crop icon,applying a color,different,0.14573822915554047,different
316,hint change default settings tools,applying a color,different,0.3084496557712555,different
317,checkmark confirm tool applications,applying a color,different,0.2844341993331909,different
318,copy paste symbols stamp tool selection application,applying a color,different,0.3313555419445038,different
319,save dialog,applying a color,different,0.3558807969093323,different
320,better compression research implementation,applying a color,different,0.23734496533870697,different
321,export,applying a color,different,0.22885558009147644,different
322,confirm tool application selecting tool,applying a color,different,0.38606637716293335,different
323,center button transform tool,applying a color,different,0.32059627771377563,different
324,fastlane support huawei store,applying a color,different,-0.10414993762969971,different
325,github crowdin integration,applying a color,different,0.10740720480680466,different
326,build paintroid pull requests catroid develop jenkins,applying a color,different,0.19364267587661743,different
327,reuse drawingsurface pipette activity,applying a color,different,0.4819408059120178,different
328,image file size editing,applying a color,different,0.3115541636943817,different
329,upload mapping jenkins release builds,applying a color,different,0.1761060506105423,different
330,correct user intended position tools,applying a color,different,0.3649323880672455,different
331,close transform tool options clicking apply,applying transparency,different,0.30895039439201355,different
332,save temporary copies automatically,applying transparency,different,0.28217077255249023,different
333,paste tool,applying transparency,different,0.3165060877799988,different
334,save load pocketpaint format,applying transparency,different,0.28243839740753174,different
335,save load pocketpaint format,applying transparency,different,0.28243839740753174,different
336,hide unhide layer,applying transparency,different,0.26346665620803833,different
337,share feature,applying transparency,different,0.321643590927124,different
338,feedback menu entry overflow menu,applying transparency,different,0.13281650841236115,different
339,spray tool,applying transparency,different,0.5102715492248535,different
340,insert image catrobat media gallery,applying transparency,different,0.08746445924043655,different
341,auto crop icon,applying transparency,different,0.026728946715593338,different
342,hint change default settings tools,applying transparency,different,0.1917441040277481,different
343,checkmark confirm tool applications,applying transparency,different,0.30808138847351074,different
344,copy paste symbols stamp tool selection application,applying transparency,different,0.09335534274578094,different
345,save dialog,applying transparency,different,0.2913021445274353,different
346,better compression research implementation,applying transparency,different,0.299932062625885,different
347,export,applying transparency,different,0.1389942169189453,different
348,confirm tool application selecting tool,applying transparency,different,0.24965724349021912,different
349,center button transform tool,applying transparency,different,0.08165605366230011,different
350,fastlane support huawei store,applying transparency,different,0.11771202087402344,different
351,github crowdin integration,applying transparency,different,0.1668965369462967,different
352,build paintroid pull requests catroid develop jenkins,applying transparency,different,-0.05774372071027756,different
353,reuse drawingsurface pipette activity,applying transparency,different,0.22541452944278717,different
354,image file size editing,applying transparency,different,0.3018447756767273,different
355,upload mapping jenkins release builds,applying transparency,different,0.1317368596792221,different
356,correct user intended position tools,applying transparency,different,0.38037770986557007,different
357,close transform tool options clicking apply,auto zoom kills,different,0.21895503997802734,different
358,save temporary copies automatically,auto zoom kills,different,0.23208054900169373,different
359,paste tool,auto zoom kills,different,0.15655748546123505,different
360,save load pocketpaint format,auto zoom kills,different,0.1911672055721283,different
361,save load pocketpaint format,auto zoom kills,different,0.1911672055721283,different
362,hide unhide layer,auto zoom kills,different,-0.06850436329841614,different
363,share feature,auto zoom kills,different,0.16666409373283386,different
364,feedback menu entry overflow menu,auto zoom kills,different,0.23641987144947052,different
365,spray tool,auto zoom kills,different,0.16522198915481567,different
366,insert image catrobat media gallery,auto zoom kills,different,0.19764123857021332,different
367,auto crop icon,auto zoom kills,different,0.42052334547042847,different
368,hint change default settings tools,auto zoom kills,different,0.10829588770866394,different
369,checkmark confirm tool applications,auto zoom kills,different,0.09708008170127869,different
370,copy paste symbols stamp tool selection application,auto zoom kills,different,0.1662207394838333,different
371,save dialog,auto zoom kills,different,0.26270154118537903,different
372,better compression research implementation,auto zoom kills,different,0.13417796790599823,different
373,export,auto zoom kills,different,0.14507968723773956,different
374,confirm tool application selecting tool,auto zoom kills,different,0.15133021771907806,different
375,center button transform tool,auto zoom kills,different,0.3648618459701538,different
376,fastlane support huawei store,auto zoom kills,different,0.3764236569404602,different
377,github crowdin integration,auto zoom kills,different,0.18550536036491394,different
378,build paintroid pull requests catroid develop jenkins,auto zoom kills,different,0.0323592871427536,different
379,reuse drawingsurface pipette activity,auto zoom kills,different,0.12047500163316727,different
380,image file size editing,auto zoom kills,different,0.31485193967819214,different
381,upload mapping jenkins release builds,auto zoom kills,different,-0.0001807650551199913,different
382,correct user intended position tools,auto zoom kills,different,0.20209640264511108,different
383,dynamic color scheme,auto zoom kills,different,0.13709935545921326,different
384,close transform tool options clicking apply,available font,different,0.2474442422389984,different
385,save temporary copies automatically,available font,different,0.3854126036167145,different
386,paste tool,available font,different,0.36593198776245117,different
387,save load pocketpaint format,available font,different,0.3506847023963928,different
388,save load pocketpaint format,available font,different,0.3506847023963928,different
389,hide unhide layer,available font,different,0.2094607949256897,different
390,share feature,available font,different,0.3069916367530823,different
391,feedback menu entry overflow menu,available font,different,0.18694911897182465,different
392,spray tool,available font,different,0.3183080554008484,different
393,insert image catrobat media gallery,available font,different,0.33506274223327637,different
394,auto crop icon,available font,different,0.16905516386032104,different
395,hint change default settings tools,available font,different,0.4233686327934265,different
396,checkmark confirm tool applications,available font,different,0.3955468535423279,different
397,copy paste symbols stamp tool selection application,available font,different,0.354951947927475,different
398,save dialog,available font,different,0.38959595561027527,different
399,better compression research implementation,available font,different,0.2097644805908203,different
400,export,available font,different,0.22126184403896332,different
401,confirm tool application selecting tool,available font,different,0.44190725684165955,different
402,center button transform tool,available font,different,0.32876238226890564,different
403,fastlane support huawei store,available font,different,0.17220914363861084,different
404,github crowdin integration,available font,different,0.32265058159828186,different
405,build paintroid pull requests catroid develop jenkins,available font,different,0.15672791004180908,different
406,reuse drawingsurface pipette activity,available font,different,0.3179694712162018,different
407,image file size editing,available font,different,0.4021588861942291,different
408,upload mapping jenkins release builds,available font,different,0.2348143458366394,different
409,correct user intended position tools,available font,different,0.4337189197540283,different
410,dynamic color scheme,available font,different,0.4860024154186249,different
411,close transform tool options clicking apply,basic animation package,different,0.27811795473098755,different
412,save temporary copies automatically,basic animation package,different,0.33952096104621887,different
413,paste tool,basic animation package,different,0.5737637281417847,different
414,save load pocketpaint format,basic animation package,different,0.23384304344654083,different
415,save load pocketpaint format,basic animation package,different,0.23384304344654083,different
416,hide unhide layer,basic animation package,different,0.2678900361061096,different
417,share feature,basic animation package,different,0.1578519642353058,different
418,feedback menu entry overflow menu,basic animation package,different,0.15192709863185883,different
419,spray tool,basic animation package,different,0.27453625202178955,different
420,insert image catrobat media gallery,basic animation package,different,0.2678994834423065,different
421,auto crop icon,basic animation package,different,0.15091122686862946,different
422,hint change default settings tools,basic animation package,different,0.29935669898986816,different
423,checkmark confirm tool applications,basic animation package,different,0.3034285604953766,different
424,copy paste symbols stamp tool selection application,basic animation package,different,0.38173097372055054,different
425,save dialog,basic animation package,different,0.19512856006622314,different
426,better compression research implementation,basic animation package,different,0.11041798442602158,different
427,export,basic animation package,different,0.17438308894634247,different
428,confirm tool application selecting tool,basic animation package,different,0.40322956442832947,different
429,center button transform tool,basic animation package,different,0.2888420522212982,different
430,fastlane support huawei store,basic animation package,different,-0.05297598987817764,different
431,github crowdin integration,basic animation package,different,0.22632957994937897,different
432,build paintroid pull requests catroid develop jenkins,basic animation package,different,0.3279869258403778,different
433,reuse drawingsurface pipette activity,basic animation package,different,0.4023108184337616,different
434,image file size editing,basic animation package,different,0.2904345989227295,different
435,upload mapping jenkins release builds,basic animation package,different,0.3694298565387726,different
436,correct user intended position tools,basic animation package,different,0.4743511974811554,different
437,dynamic color scheme,basic animation package,different,0.3563181161880493,different
438,close transform tool options clicking apply,basic components,different,0.2627919912338257,different
439,save temporary copies automatically,basic components,different,0.23689699172973633,different
440,paste tool,basic components,different,0.36921426653862,different
441,save load pocketpaint format,basic components,different,0.3077467679977417,different
442,save load pocketpaint format,basic components,different,0.3077467679977417,different
443,hide unhide layer,basic components,different,0.3827857971191406,different
444,share feature,basic components,different,0.2614462971687317,different
445,feedback menu entry overflow menu,basic components,different,0.0778573527932167,different
446,spray tool,basic components,different,0.33891087770462036,different
447,insert image catrobat media gallery,basic components,different,0.20540167391300201,different
448,auto crop icon,basic components,different,0.2521272301673889,different
449,hint change default settings tools,basic components,different,0.254392147064209,different
450,checkmark confirm tool applications,basic components,different,0.3354787826538086,different
451,copy paste symbols stamp tool selection application,basic components,different,0.20645149052143097,different
452,save dialog,basic components,different,0.2047782689332962,different
453,better compression research implementation,basic components,different,0.17928054928779602,different
454,export,basic components,different,0.3162389099597931,different
455,confirm tool application selecting tool,basic components,different,0.42936259508132935,different
456,center button transform tool,basic components,different,0.2903698682785034,different
457,fastlane support huawei store,basic components,different,0.11301770061254501,different
458,github crowdin integration,basic components,different,0.2596224248409271,different
459,build paintroid pull requests catroid develop jenkins,basic components,different,0.16075968742370605,different
460,reuse drawingsurface pipette activity,basic components,different,0.38258373737335205,different
461,image file size editing,basic components,different,0.1592964380979538,different
462,upload mapping jenkins release builds,basic components,different,0.2873864471912384,different
463,correct user intended position tools,basic components,different,0.5390175580978394,different
464,dynamic color scheme,basic components,different,0.39974212646484375,different
465,close transform tool options clicking apply,blur tool,different,0.47847938537597656,different
466,save temporary copies automatically,blur tool,different,0.43660569190979004,different
467,paste tool,blur tool,different,0.5415717363357544,different
468,save load pocketpaint format,blur tool,different,0.342684805393219,different
469,save load pocketpaint format,blur tool,different,0.342684805393219,different
470,hide unhide layer,blur tool,different,0.26638057827949524,different
