,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
171,save temporary copies automatically,adding text,different,0.6053479909896851,similar
172,paste tool,adding text,different,0.6783919334411621,similar
173,save load pocketpaint format,adding text,different,0.5370100736618042,different
174,save load pocketpaint format,adding text,different,0.5370100736618042,different
175,hide unhide layer,adding text,different,0.5062662363052368,different
176,share feature,adding text,different,0.6077027320861816,similar
177,feedback menu entry overflow menu,adding text,different,0.44151097536087036,different
178,spray tool,adding text,different,0.602179765701294,similar
179,insert image catrobat media gallery,adding text,different,0.5872248411178589,similar
180,auto crop icon,adding text,different,0.3754975199699402,different
181,hint change default settings tools,adding text,different,0.6715845465660095,similar
182,checkmark confirm tool applications,adding text,different,0.5900155305862427,similar
183,copy paste symbols stamp tool selection application,adding text,different,0.5382726788520813,different
184,save dialog,adding text,different,0.6913900971412659,similar
185,better compression research implementation,adding text,different,0.4738222062587738,different
186,export,adding text,different,0.6389684081077576,similar
187,confirm tool application selecting tool,adding text,different,0.6044249534606934,similar
188,center button transform tool,adding text,different,0.6004486083984375,similar
189,fastlane support huawei store,adding text,different,0.39175841212272644,different
190,github crowdin integration,adding text,different,0.5958425998687744,similar
191,build paintroid pull requests catroid develop jenkins,adding text,different,0.4233437180519104,different
192,reuse drawingsurface pipette activity,adding text,different,0.6458215713500977,similar
193,image file size editing,adding text,different,0.5609380602836609,different
194,upload mapping jenkins release builds,adding text,different,0.5764405727386475,different
195,correct user intended position tools,adding text,different,0.46127375960350037,different
196,dynamic color scheme,adding text,different,0.6566380858421326,similar
197,close transform tool options clicking apply,air brush,different,0.5573202967643738,different
198,save temporary copies automatically,air brush,different,0.42887014150619507,different
199,paste tool,air brush,different,0.6344476938247681,similar
200,save load pocketpaint format,air brush,different,0.535883367061615,different
201,save load pocketpaint format,air brush,different,0.535883367061615,different
202,hide unhide layer,air brush,different,0.6017661690711975,similar
203,share feature,air brush,different,0.5453819632530212,different
204,feedback menu entry overflow menu,air brush,different,0.3194469213485718,different
205,spray tool,air brush,different,0.7141613960266113,similar
206,insert image catrobat media gallery,air brush,different,0.4723770022392273,different
207,auto crop icon,air brush,different,0.40942269563674927,different
208,hint change default settings tools,air brush,different,0.4680176079273224,different
209,checkmark confirm tool applications,air brush,different,0.49614161252975464,different
210,copy paste symbols stamp tool selection application,air brush,different,0.45068588852882385,different
211,save dialog,air brush,different,0.502052903175354,different
212,better compression research implementation,air brush,different,0.35074958205223083,different
213,export,air brush,different,0.6207093000411987,similar
214,confirm tool application selecting tool,air brush,different,0.523078203201294,different
215,center button transform tool,air brush,different,0.5259431004524231,different
216,fastlane support huawei store,air brush,different,0.25147441029548645,different
217,github crowdin integration,air brush,different,0.48225048184394836,different
218,build paintroid pull requests catroid develop jenkins,air brush,different,0.28459927439689636,different
219,reuse drawingsurface pipette activity,air brush,different,0.6051180362701416,similar
220,image file size editing,air brush,different,0.3822382390499115,different
221,upload mapping jenkins release builds,air brush,different,0.33288320899009705,different
222,correct user intended position tools,air brush,different,0.45365554094314575,different
223,dynamic color scheme,air brush,different,0.6268966197967529,similar
224,close transform tool options clicking apply,air canvas,different,0.42237958312034607,different
225,save temporary copies automatically,air canvas,different,0.3561314642429352,different
226,paste tool,air canvas,different,0.5127406716346741,different
227,save load pocketpaint format,air canvas,different,0.4619697034358978,different
228,save load pocketpaint format,air canvas,different,0.4619697034358978,different
229,hide unhide layer,air canvas,different,0.5473082065582275,different
230,share feature,air canvas,different,0.492941290140152,different
231,feedback menu entry overflow menu,air canvas,different,0.2421635091304779,different
232,spray tool,air canvas,different,0.5807875394821167,similar
233,insert image catrobat media gallery,air canvas,different,0.4629083275794983,different
234,auto crop icon,air canvas,different,0.3916168808937073,different
235,hint change default settings tools,air canvas,different,0.38249698281288147,different
236,checkmark confirm tool applications,air canvas,different,0.40297478437423706,different
237,copy paste symbols stamp tool selection application,air canvas,different,0.35943448543548584,different
238,save dialog,air canvas,different,0.4523616135120392,different
239,better compression research implementation,air canvas,different,0.30575984716415405,different
240,export,air canvas,different,0.5762593746185303,different
241,confirm tool application selecting tool,air canvas,different,0.43086785078048706,different
242,center button transform tool,air canvas,different,0.46575218439102173,different
243,fastlane support huawei store,air canvas,different,0.2241220772266388,different
244,github crowdin integration,air canvas,different,0.4409792125225067,different
245,build paintroid pull requests catroid develop jenkins,air canvas,different,0.20913296937942505,different
246,reuse drawingsurface pipette activity,air canvas,different,0.48884618282318115,different
247,image file size editing,air canvas,different,0.3600805103778839,different
248,upload mapping jenkins release builds,air canvas,different,0.2637932300567627,different
249,correct user intended position tools,air canvas,different,0.39185070991516113,different
250,dynamic color scheme,air canvas,different,0.6013254523277283,similar
251,close transform tool options clicking apply,alpha transparencies,different,0.44099435210227966,different
252,save temporary copies automatically,alpha transparencies,different,0.4488697648048401,different
253,paste tool,alpha transparencies,different,0.4932821989059448,different
254,save load pocketpaint format,alpha transparencies,different,0.47843581438064575,different
255,save load pocketpaint format,alpha transparencies,different,0.47843581438064575,different
256,hide unhide layer,alpha transparencies,different,0.4804258942604065,different
257,share feature,alpha transparencies,different,0.505223274230957,different
258,feedback menu entry overflow menu,alpha transparencies,different,0.3863902688026428,different
259,spray tool,alpha transparencies,different,0.4058137536048889,different
260,insert image catrobat media gallery,alpha transparencies,different,0.4976942539215088,different
261,auto crop icon,alpha transparencies,different,0.4648059606552124,different
262,hint change default settings tools,alpha transparencies,different,0.5137816667556763,different
263,checkmark confirm tool applications,alpha transparencies,different,0.5782814025878906,different
264,copy paste symbols stamp tool selection application,alpha transparencies,different,0.42858463525772095,different
265,save dialog,alpha transparencies,different,0.5195689797401428,different
266,better compression research implementation,alpha transparencies,different,0.37971529364585876,different
267,export,alpha transparencies,different,0.6131949424743652,similar
268,confirm tool application selecting tool,alpha transparencies,different,0.5546465516090393,different
269,center button transform tool,alpha transparencies,different,0.5955628156661987,similar
270,fastlane support huawei store,alpha transparencies,different,0.35760384798049927,different
271,github crowdin integration,alpha transparencies,different,0.5147625803947449,different
272,build paintroid pull requests catroid develop jenkins,alpha transparencies,different,0.3908468186855316,different
273,reuse drawingsurface pipette activity,alpha transparencies,different,0.4436379075050354,different
274,image file size editing,alpha transparencies,different,0.4212668538093567,different
275,upload mapping jenkins release builds,alpha transparencies,different,0.44365426898002625,different
276,correct user intended position tools,alpha transparencies,different,0.4233362078666687,different
277,dynamic color scheme,alpha transparencies,different,0.5573340654373169,different
278,close transform tool options clicking apply,android developers,different,0.32366859912872314,different
279,save temporary copies automatically,android developers,different,0.309477299451828,different
280,paste tool,android developers,different,0.37767693400382996,different
281,save load pocketpaint format,android developers,different,0.3815571367740631,different
282,save load pocketpaint format,android developers,different,0.3815571367740631,different
283,hide unhide layer,android developers,different,0.23999081552028656,different
284,share feature,android developers,different,0.4469207227230072,different
285,feedback menu entry overflow menu,android developers,different,0.3327607214450836,different
286,spray tool,android developers,different,0.2967146635055542,different
287,insert image catrobat media gallery,android developers,different,0.3599399924278259,different
288,auto crop icon,android developers,different,0.46670496463775635,different
289,hint change default settings tools,android developers,different,0.4514811635017395,different
290,checkmark confirm tool applications,android developers,different,0.39311105012893677,different
291,copy paste symbols stamp tool selection application,android developers,different,0.26325419545173645,different
292,save dialog,android developers,different,0.4308469891548157,different
293,better compression research implementation,android developers,different,0.3039594888687134,different
294,export,android developers,different,0.3594231605529785,different
295,confirm tool application selecting tool,android developers,different,0.4159490764141083,different
296,center button transform tool,android developers,different,0.4161950349807739,different
297,fastlane support huawei store,android developers,different,0.43582913279533386,different
298,github crowdin integration,android developers,different,0.5229180455207825,different
299,build paintroid pull requests catroid develop jenkins,android developers,different,0.25536441802978516,different
300,reuse drawingsurface pipette activity,android developers,different,0.35280171036720276,different
301,image file size editing,android developers,different,0.30240941047668457,different
302,upload mapping jenkins release builds,android developers,different,0.49310702085494995,different
303,correct user intended position tools,android developers,different,0.33381956815719604,different
304,dynamic color scheme,android developers,different,0.3265414834022522,different
305,close transform tool options clicking apply,applying a color,different,0.6277446746826172,similar
306,save temporary copies automatically,applying a color,different,0.5360879898071289,different
307,paste tool,applying a color,different,0.6838071346282959,similar
308,save load pocketpaint format,applying a color,different,0.42758098244667053,different
309,save load pocketpaint format,applying a color,different,0.42758098244667053,different
310,hide unhide layer,applying a color,different,0.5339562892913818,different
311,share feature,applying a color,different,0.568307101726532,different
312,feedback menu entry overflow menu,applying a color,different,0.3402285575866699,different
313,spray tool,applying a color,different,0.6625475883483887,similar
314,insert image catrobat media gallery,applying a color,different,0.525305986404419,different
315,auto crop icon,applying a color,different,0.3527225852012634,different
316,hint change default settings tools,applying a color,different,0.6136884689331055,similar
317,checkmark confirm tool applications,applying a color,different,0.5310429930686951,different
318,copy paste symbols stamp tool selection application,applying a color,different,0.47170010209083557,different
319,save dialog,applying a color,different,0.6103138327598572,similar
320,better compression research implementation,applying a color,different,0.47524577379226685,different
321,export,applying a color,different,0.569754958152771,different
322,confirm tool application selecting tool,applying a color,different,0.626169741153717,similar
323,center button transform tool,applying a color,different,0.6497328877449036,similar
324,fastlane support huawei store,applying a color,different,0.2285546064376831,different
325,github crowdin integration,applying a color,different,0.42287689447402954,different
326,build paintroid pull requests catroid develop jenkins,applying a color,different,0.43561428785324097,different
327,reuse drawingsurface pipette activity,applying a color,different,0.6477338075637817,similar
328,image file size editing,applying a color,different,0.5065598487854004,different
329,upload mapping jenkins release builds,applying a color,different,0.4279721975326538,different
330,correct user intended position tools,applying a color,different,0.5643882155418396,different
331,close transform tool options clicking apply,applying transparency,different,0.6232101321220398,similar
332,save temporary copies automatically,applying transparency,different,0.5342907309532166,different
333,paste tool,applying transparency,different,0.5482215881347656,different
334,save load pocketpaint format,applying transparency,different,0.49478524923324585,different
335,save load pocketpaint format,applying transparency,different,0.49478524923324585,different
336,hide unhide layer,applying transparency,different,0.4998614490032196,different
337,share feature,applying transparency,different,0.6477848291397095,similar
338,feedback menu entry overflow menu,applying transparency,different,0.33382701873779297,different
339,spray tool,applying transparency,different,0.5902321934700012,similar
340,insert image catrobat media gallery,applying transparency,different,0.35128089785575867,different
341,auto crop icon,applying transparency,different,0.26389047503471375,different
342,hint change default settings tools,applying transparency,different,0.45803382992744446,different
343,checkmark confirm tool applications,applying transparency,different,0.5827046632766724,similar
344,copy paste symbols stamp tool selection application,applying transparency,different,0.30257532000541687,different
345,save dialog,applying transparency,different,0.5818309783935547,similar
346,better compression research implementation,applying transparency,different,0.5593138933181763,different
347,export,applying transparency,different,0.5205280780792236,different
348,confirm tool application selecting tool,applying transparency,different,0.5688506960868835,different
349,center button transform tool,applying transparency,different,0.46953001618385315,different
350,fastlane support huawei store,applying transparency,different,0.3398776650428772,different
351,github crowdin integration,applying transparency,different,0.4583340883255005,different
352,build paintroid pull requests catroid develop jenkins,applying transparency,different,0.16056594252586365,different
353,reuse drawingsurface pipette activity,applying transparency,different,0.4323323965072632,different
354,image file size editing,applying transparency,different,0.43130239844322205,different
355,upload mapping jenkins release builds,applying transparency,different,0.30703312158584595,different
356,correct user intended position tools,applying transparency,different,0.6817874908447266,similar
357,close transform tool options clicking apply,auto zoom kills,different,0.44202181696891785,different
358,save temporary copies automatically,auto zoom kills,different,0.48341578245162964,different
359,paste tool,auto zoom kills,different,0.4727745056152344,different
360,save load pocketpaint format,auto zoom kills,different,0.38649147748947144,different
361,save load pocketpaint format,auto zoom kills,different,0.38649147748947144,different
362,hide unhide layer,auto zoom kills,different,0.33800172805786133,different
363,share feature,auto zoom kills,different,0.4208524823188782,different
364,feedback menu entry overflow menu,auto zoom kills,different,0.4231262803077698,different
365,spray tool,auto zoom kills,different,0.4085570275783539,different
366,insert image catrobat media gallery,auto zoom kills,different,0.4716190993785858,different
367,auto crop icon,auto zoom kills,different,0.5772711038589478,different
368,hint change default settings tools,auto zoom kills,different,0.4172968864440918,different
369,checkmark confirm tool applications,auto zoom kills,different,0.30740872025489807,different
370,copy paste symbols stamp tool selection application,auto zoom kills,different,0.31643617153167725,different
371,save dialog,auto zoom kills,different,0.5397340059280396,different
372,better compression research implementation,auto zoom kills,different,0.32634437084198,different
373,export,auto zoom kills,different,0.4736020565032959,different
374,confirm tool application selecting tool,auto zoom kills,different,0.3564631938934326,different
375,center button transform tool,auto zoom kills,different,0.5156291127204895,different
376,fastlane support huawei store,auto zoom kills,different,0.4096291661262512,different
377,github crowdin integration,auto zoom kills,different,0.3858027458190918,different
378,build paintroid pull requests catroid develop jenkins,auto zoom kills,different,0.3334088921546936,different
379,reuse drawingsurface pipette activity,auto zoom kills,different,0.340165913105011,different
380,image file size editing,auto zoom kills,different,0.43087002635002136,different
381,upload mapping jenkins release builds,auto zoom kills,different,0.3250330090522766,different
382,correct user intended position tools,auto zoom kills,different,0.27135276794433594,different
383,dynamic color scheme,auto zoom kills,different,0.39084598422050476,different
384,close transform tool options clicking apply,available font,different,0.649383544921875,similar
385,save temporary copies automatically,available font,different,0.5978590250015259,similar
386,paste tool,available font,different,0.607315182685852,similar
387,save load pocketpaint format,available font,different,0.569040834903717,different
388,save load pocketpaint format,available font,different,0.569040834903717,different
389,hide unhide layer,available font,different,0.4679265022277832,different
390,share feature,available font,different,0.6773579716682434,similar
391,feedback menu entry overflow menu,available font,different,0.4088594615459442,different
392,spray tool,available font,different,0.5453190803527832,different
393,insert image catrobat media gallery,available font,different,0.5427427291870117,different
394,auto crop icon,available font,different,0.4219135046005249,different
395,hint change default settings tools,available font,different,0.6431405544281006,similar
396,checkmark confirm tool applications,available font,different,0.6195399165153503,similar
397,copy paste symbols stamp tool selection application,available font,different,0.45997971296310425,different
398,save dialog,available font,different,0.6309759616851807,similar
399,better compression research implementation,available font,different,0.4646492600440979,different
400,export,available font,different,0.607047438621521,similar
401,confirm tool application selecting tool,available font,different,0.6661924123764038,similar
402,center button transform tool,available font,different,0.5907270312309265,similar
403,fastlane support huawei store,available font,different,0.4012163579463959,different
404,github crowdin integration,available font,different,0.5972846746444702,similar
405,build paintroid pull requests catroid develop jenkins,available font,different,0.2995888590812683,different
406,reuse drawingsurface pipette activity,available font,different,0.5565282106399536,different
407,image file size editing,available font,different,0.5686116814613342,different
408,upload mapping jenkins release builds,available font,different,0.4543136656284332,different
409,correct user intended position tools,available font,different,0.6553801894187927,similar
410,dynamic color scheme,available font,different,0.7129678726196289,similar
411,close transform tool options clicking apply,basic animation package,different,0.545219898223877,different
412,save temporary copies automatically,basic animation package,different,0.5561262369155884,different
413,paste tool,basic animation package,different,0.6698102951049805,similar
414,save load pocketpaint format,basic animation package,different,0.47589853405952454,different
415,save load pocketpaint format,basic animation package,different,0.47589853405952454,different
416,hide unhide layer,basic animation package,different,0.48873788118362427,different
417,share feature,basic animation package,different,0.46033644676208496,different
418,feedback menu entry overflow menu,basic animation package,different,0.3229823410511017,different
419,spray tool,basic animation package,different,0.4797762632369995,different
420,insert image catrobat media gallery,basic animation package,different,0.4395733177661896,different
421,auto crop icon,basic animation package,different,0.3434513807296753,different
422,hint change default settings tools,basic animation package,different,0.5076318383216858,different
423,checkmark confirm tool applications,basic animation package,different,0.4809691607952118,different
424,copy paste symbols stamp tool selection application,basic animation package,different,0.48329439759254456,different
425,save dialog,basic animation package,different,0.4962964653968811,different
426,better compression research implementation,basic animation package,different,0.3419717848300934,different
427,export,basic animation package,different,0.42245712876319885,different
428,confirm tool application selecting tool,basic animation package,different,0.5506730675697327,different
429,center button transform tool,basic animation package,different,0.5325680375099182,different
430,fastlane support huawei store,basic animation package,different,0.19316637516021729,different
431,github crowdin integration,basic animation package,different,0.44796866178512573,different
432,build paintroid pull requests catroid develop jenkins,basic animation package,different,0.4192284941673279,different
433,reuse drawingsurface pipette activity,basic animation package,different,0.5700181126594543,different
434,image file size editing,basic animation package,different,0.45032864809036255,different
435,upload mapping jenkins release builds,basic animation package,different,0.4759494662284851,different
436,correct user intended position tools,basic animation package,different,0.5995215177536011,similar
437,dynamic color scheme,basic animation package,different,0.5436269044876099,different
438,close transform tool options clicking apply,basic components,different,0.5763990879058838,different
439,save temporary copies automatically,basic components,different,0.5119342803955078,different
440,paste tool,basic components,different,0.5984281301498413,similar
441,save load pocketpaint format,basic components,different,0.5132339596748352,different
442,save load pocketpaint format,basic components,different,0.5132339596748352,different
443,hide unhide layer,basic components,different,0.5619746446609497,different
444,share feature,basic components,different,0.5972944498062134,similar
445,feedback menu entry overflow menu,basic components,different,0.27108749747276306,different
446,spray tool,basic components,different,0.5465808510780334,different
447,insert image catrobat media gallery,basic components,different,0.3830088973045349,different
448,auto crop icon,basic components,different,0.3943525552749634,different
449,hint change default settings tools,basic components,different,0.4852140247821808,different
450,checkmark confirm tool applications,basic components,different,0.5688827633857727,different
451,copy paste symbols stamp tool selection application,basic components,different,0.3698376417160034,different
452,save dialog,basic components,different,0.5341449975967407,different
453,better compression research implementation,basic components,different,0.40802001953125,different
454,export,basic components,different,0.6009832620620728,similar
455,confirm tool application selecting tool,basic components,different,0.6199105978012085,similar
456,center button transform tool,basic components,different,0.5373904705047607,different
457,fastlane support huawei store,basic components,different,0.2775183320045471,different
458,github crowdin integration,basic components,different,0.47089076042175293,different
459,build paintroid pull requests catroid develop jenkins,basic components,different,0.21173714101314545,different
460,reuse drawingsurface pipette activity,basic components,different,0.5039647221565247,different
461,image file size editing,basic components,different,0.4005270004272461,different
462,upload mapping jenkins release builds,basic components,different,0.3451336622238159,different
463,correct user intended position tools,basic components,different,0.7162275314331055,similar
464,dynamic color scheme,basic components,different,0.6376762986183167,similar
465,close transform tool options clicking apply,blur tool,different,0.6368993520736694,similar
466,save temporary copies automatically,blur tool,different,0.5509490966796875,different
467,paste tool,blur tool,different,0.7329093217849731,similar
