,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
261,gp:AOqpTOGrvpEEgSsvqk_FY_DHke7fdzLrHGxyNybD_DS3sxcGc9ygiSnIwn1EtCT-DLHWUjKN6bbjfAZvELuR4w,Darin Murphy,https://lh3.googleusercontent.com/a-/AOh14GgBXuJb1ALWWRyNdmDMTc1uO8P9PQoHWYXL35ut5Q,"It's a good editor and has the potential to be even much, much more! It can create pics with transparency and is integrated with ""Pocket Code"" so it's easy to take a created pick, drop it into Pocket code, then pull it back out and modify it, then re-save and repeat until it's perfect. It still needs features like mirror, more shapes like polygons n-point, but it's a very good start and pretty easy to use too! Now it is a little laggy on undoes even on my Samsung Galaxy 5, but with such a dedicated team as Catrobat I'm sure it will really grow in to a truly amazing and professional editor/creator!",5,9,1.1.12,2016-02-05 00:20:02,,
262,gp:AOqpTOGIE_A6SCjcvic9b1OLq7jjgySP3w6tdjjnjX7dnROr2o1ifDfjr5KccXdXwp55AGIqxXIyNv3TIgEkZw,Dale Jones,https://lh3.googleusercontent.com/-0tLkYKrdjSs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucll9OhKsquU7zDP7HxRCL9WRSYuSA/photo.jpg,"I draw cartoons easily on this app and can fill in the colors quickly with the ""paint bucket.""  There is no excuse for most drawing apps not to include this, but they don't.",5,1,1.1.12,2016-01-14 22:14:57,,
263,gp:AOqpTOHi1YBRkjO7iOP1V3bfqi5tTO2sAgzpQ29dY5xtAO-YQTUySjX2Fo8up5raLKpcoWsMJB2N0mo6oswB6w,YoMarshMellow,https://lh3.googleusercontent.com/a-/AOh14GjyLULIXWcFSme0RUGefyonHEkyTOc4g2i7y-Crjw,"There is no Text insert feature! If you could add this then you would definitely get a 5 star rating. Also I've noticed lag on this app. I have a Asus Nexus 7 (2013) and I shouldn't get any possible lag on this device. I then found out it was the app, so please fix this issue. Something I actually don't like is when you press undo or redo, there is a loading thing in the middle of the screen. I really don't like it because you press undo and wait a second and then its gone! It's kinda annoying. That's all..",3,11,1.1.12,2015-12-21 14:49:24,,
264,gp:AOqpTOGiRJswLB2se3G-K7kSRe3VANgC-AzhJnMjIrwnL2QGLjxyRPlaF_Z1ISFplxusko9iknINsv1Bu1T4lg,Cinny Lugo,https://lh3.googleusercontent.com/a-/AOh14Gjmf7az13lgIXiY8pgk7FGfoq789KPfXkHEyDGJ,"This is a really nice free app. Are layers ever going to be a thing, though? And besides the lack of layers, the only other thing missing is text insert. Still, it's a great app, especially since it's free",5,1,1.1.12,2016-03-12 00:10:42,,
265,gp:AOqpTOElfNNrkTEm0l9NUjXgQ7bMMtX6n2Ij-btz-quxL8mFo3UhZNXWTKpwleyg5TqFaS7NLoDzxbuKsbkEFA,SpringTrap The Animatronic,https://lh3.googleusercontent.com/a-/AOh14Ghcmf1zm9a8UfpfjktO3Te-4RQgWSkWaP-LJ-yx,U see my pro pic up there.... I drew that with this app but... it keeps smudging the thing when I use air brush,4,2,1.1.12,2016-02-06 21:12:08,,
266,gp:AOqpTOG3nPWbRhUt5d7z27tHLuWoXkfzyQ23x2uRYHg9cIxvgLTsh7HhoUKy8scc6IHDKk3k16Zh7Ka5SQUSQw,Sour Diesel,https://lh3.googleusercontent.com/-I5PLmaZb6-w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7NhAjLKv_JNrd_T7G_RDQT1_LfQ/photo.jpg,"There is nothing that comes close to it. And if you don't like it, send me your photo. And I'll use this app to draw my nuts on ya chin!!!!",5,3,1.1.12,2016-02-16 09:47:57,,
267,gp:AOqpTOFENbOddskWvdhxxB4YPo4nRVdX6rNzbEXe_o0CnXiaS9DE8RenjAEZ5smPmy0gjew6OEGl3AMwIDFgwA,Emem,https://lh3.googleusercontent.com/a-/AOh14Gi54u1rru9lFiu7mQe63vb9eAUxpK_kxpJmN000qA,I'm not used to drawing in screens without a Curve tool. It's close to the ordinary MS Paint but it absences some features. It's still okay though.,4,1,1.1.12,2016-01-17 06:15:30,,
268,gp:AOqpTOEErmM9i4UHjF31QJ6X42I4NchPnZuoiXPVH7BIrP6M4Q0zwH-FcnLNZJLwQZcMkiLhDRzrkKZkRVGCzA,Kola,https://lh3.googleusercontent.com/a-/AOh14GhTX7UiSpkpQxkfguQUPBb0Z7vXD37np6tj8s_Xrg,"I think that this app deserves more than 4.5 outta 5. It's a paint app and does what a simple paint app should do. I guess people just expect too much from an app that's supposed to be simple. But yeah, a text insert function would be really helpful!",5,0,1.1.12,2016-04-19 11:49:58,,
269,gp:AOqpTOF1mviMsQNUmMT36R46CnyS8lt-HpgRaqKWzvpTcIEn0DSNwWTmO2hSGC98nphXVGe24b_lc-lILi1nrA,Ryan Ninz,https://lh3.googleusercontent.com/-at9mImVD89c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckd8hcRgTRzbgk-LPOiIW6lTQyLJg/photo.jpg,Good simple app. Exactly what I'm looking for but lacking text insert and higher resolution on SAVES.,4,0,1.1.12,2016-04-09 07:47:40,,
270,gp:AOqpTOHqMzBNKpJrnkeXuHn629DKaEnC5ap66eqWqmJ5YnyJMCcTmdENAscG1YvBUyvx44-VX6vZnmj5_YVnMA,Joe,https://lh3.googleusercontent.com/-f6Txfr8tiLg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDIwoSyCvWcKqqhHPK0ko3x9wa2A/photo.jpg,"However it lacks layers, as far as I can tell. So once you have eg imported an image, you cannot resize it later.",4,2,1.1.12,2015-12-26 18:28:33,,
271,gp:AOqpTOGEjLefpkDSB8I-NkyNsqPjqxQ5-002plyzYMSPIDYt-FlRypZlZipb6lUVAnQfgdfb6FmmdCfbOkygXw,Robert E,https://lh3.googleusercontent.com/a-/AOh14GhiM_FcowDWPgEwu75EK1wI6HdDJDZ4K3T5BYi9wA,"It only needs select, cut, copy, & paste functions to make it 5★s. I have been using the jot stylus with this and have been quite pleased. But you can't cut and paste.",4,0,1.1.12,2016-03-20 21:50:31,,
272,gp:AOqpTOFJm-qWQY7nvdb2IPds0sNi9jdi_uIXAzAAFOwGPkZjGFEcZAvRbyurer8u4vrUamXadqhslrv7MTrDPA,abhushan sahu,https://lh3.googleusercontent.com/a-/AOh14Gj_RraYn6uxEPTcYUlHbdQJWlJr1XNoHxxsVTJMeA,If you could add the text feature then it is getting the 5 star.,2,2,1.1.12,2015-11-20 08:07:24,Please try the new version.,2018-09-27 20:30:46
273,gp:AOqpTOFdjxJ2Y2jaads4tEPlOOH7nhkwa9L8hinA-fYdqExyDiq8T2pCRCo1JQTwqMBSr3hQbWupCAfTXK7kkg,Octavia Phillips,https://lh3.googleusercontent.com/a-/AOh14Gi5HyTsov0HJH9Hp94bvditnfl08JMnfeFUH7OZ,This is a greap app to make cartoon's but theres one problem the fill paint induce is to big please fix for a 5 star rate -octavia phillips,3,0,1.1.12,2016-03-10 17:56:26,,
274,gp:AOqpTOFkUKYEzf_rK2S1vlJmgJ-6cwliPJcq1XDLcOnDp5kzKJaWKTSKR-z3M_GYkfAHOfpqzMknD1LQqjhgHw,Celeste Mendoza,https://lh3.googleusercontent.com/a-/AOh14Gi2VApV2i3vrMuFGzsruxJxEuiHUDOuckThh_KV,Ive been changing Cartoon characters and making them look funny lol,5,1,1.1.12,2016-04-10 00:58:00,,
275,gp:AOqpTOFH8zuVLWPL46UKt2jWfvrVSDINPJFZQgopJFVXf-dvpI3gVkr6ksHNoHi-f7bCade8lUldnNdcAvPV7Q,Khandi White,https://lh3.googleusercontent.com/a-/AOh14GhGPGL9ojFiFbepJeA5JlfcXr54o0vy3sjCDqjgLA,when you draw it just keeps moving,1,0,1.1.12,2015-12-30 19:57:13,,
276,gp:AOqpTOGYXB2McR1nxIdckTz9hxLLktz83K0ccz8he0KjS-VqiZqoBWhyb1aj1KZDqWOuq8IBluSMINeCQqmOcw,Daniel Snider,https://lh3.googleusercontent.com/-LrgjhAr1PHk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkVcTMyFielHJ792p6gbCAiQZIlQ/photo.jpg,I luved thus ap it help3d me do lots of fun internetz stuuf XD!!!!!!1!!!!!,5,1,1.1.12,2015-11-20 16:29:55,,
277,gp:AOqpTOG8ZgWu1QMnezDGFBwEbvo-MfoskyhknOxNy7AvI41pEB1lT4NjMmzPcOZVTbm9CC7-JhIoYljMDj4-3g,Cure Fil,https://lh3.googleusercontent.com/a-/AOh14Gi-SF5gQMFqFiwPKdTMq3D52xU7onWxY6TKI0MjzQ,Please add a spray tool!!!,3,0,1.1.12,2016-10-03 07:21:04,,
278,gp:AOqpTOFLJguIQ1z_zeYUCoAzOIWxgTg2tnYvi_dUXaWRrYrqY20dIng-gqiVWiKBY0KDMp_OOLARb60SLzVP5g,adam sharpes,https://lh3.googleusercontent.com/-KgK3hIDvzzA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDlxGBoH3GS4XaBj-Bu71ZB0-MLw/photo.jpg,Would have given it 5 if it had the text option please please add it in,4,0,1.1.12,2016-02-09 16:08:12,,
279,gp:AOqpTOGn4QVwXp7VGCsYktKSFRKTipgzjK-Dlir9oXMQNT1UNiq-3fM-utkT-6MwhfgLSSYJrI7s78D9C3Qn9g,oswin bult,https://lh3.googleusercontent.com/a-/AOh14GhRr8LkYe_PfSjlBBQ31XEBb2yv6C5AC_k1VAIAFg,"Exactly what i was searching for, load images and draw on them with your fingers.",5,0,1.1.12,2016-01-05 19:37:47,,
280,gp:AOqpTOGe4Pf-NAL2LJ19TFEqNIESVakkT44N76ONp0Wx3xokf4Ic1hTM_iMCZAC_-FKtkG5g1yIjilxoJAHF3w,Fahad Zafar,https://lh3.googleusercontent.com/a-/AOh14GipZDkzdMwuJHqt7TWyRzOl-5BZ-3gCSMAZB_YsCFY,Why is there a max canvaz size limit?,5,0,1.1.12,2015-12-20 13:48:41,,
281,gp:AOqpTOFGRNwio410H7RB8p-0NQlaXy2fPJmI7vdJwSLoWjfbxpQEsRSGuUPOViQwGlmKxpAFTtM3QJFHqyjBKg,Neel Patel,https://lh3.googleusercontent.com/a-/AOh14Gh3P3eLmuD-k7Bj0ET30-s5HVCk8TInYfHkkjYt6w,Did exactly what I needed it for!,5,0,1.1.12,2015-12-11 07:14:02,,
282,gp:AOqpTOHJPdT6LjSNNaKVjzhqZCZuuZlHL4jxf6WEx7oSOjl3KNGyQPzBm2ildpf49yjsufoB9sB1l88xzKU_QA,Pamela Smit,https://lh3.googleusercontent.com/a-/AOh14GjdhMmtwpqMzbTriBXwi7NQjiC1rdQoLYkQP38M,"just love it,  no hassles,  to the point",5,0,1.1.12,2015-12-18 13:33:13,,
283,gp:AOqpTOEBzuAhL2ckQg-x7BKwP7F3_WhePozGS3EMrRc4oWDrPOjbmasA5yo0balD7t-QuDnRhCcXn7cXVeqEHQ,The Fire Dragon,https://lh3.googleusercontent.com/a-/AOh14GhP3ARNIb4FPOigahpB4xZAQESPGx0HLoShGQE4mA,WOW,5,0,1.1.12,2016-04-12 09:12:07,,
284,gp:AOqpTOFP01VxrbIvoWrIFdjyq9b_UGd9LmDoL7e_Hwo0CTd-SgDggcv42tQ2j3IIeRX6xvtvCz3ql7_CzWzxxQ,Dallin Larkin,https://lh3.googleusercontent.com/a-/AOh14GiF1Vmr0kPQKRVq-w-bt43RpFdgdPw-opCefWxGKPY,Really useful! ;D,5,0,1.1.12,2016-07-22 01:11:49,"Thank you, Dallin!!! ",2015-12-07 09:22:28
285,gp:AOqpTOFVMy-pp77MrjlS8XbYcOGXBmQhfW7MaLWbEh2-PfsDTXDr93mGKaySOqtJHwnJ42yivgEokcZVHDc1Qg,Bob Philipino,https://lh3.googleusercontent.com/-igQfInGoCNk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-1NoUb0f8TL7FT_Yvnt5vLYnFeg/photo.jpg,Great for drawing!,5,0,1.1.12,2016-02-13 23:07:52,,
286,gp:AOqpTOGyCsaFwkf2heGxElK7dN1xpZkiPeiPoDXZF5qINqutfDaaI2bCLWhtSAJSyCz3WsCppejwJmOyEpk0ZA,Preston Garvey,https://lh3.googleusercontent.com/a-/AOh14Gidg8MCgIYv7xnD8W20C9wFY5DtlJlMDLgT4BAFvg,It actually has a fill tool!!!!!!!!!,5,0,1.1.12,2016-01-04 04:30:23,,
287,gp:AOqpTOHHKg_jHQjPBDa5-hqyoKsQ_-z7QB5WwTwL18nejtdTayJ19ZHXf5BysP1G-TokHAhTpvT49lHLAXh-6w,Meadowind The,https://lh3.googleusercontent.com/a-/AOh14Gjn0C6qv7j4cnDVapWISDHh3hFopAJCVDLm3XhM,Simply the best!,5,0,1.1.12,2015-12-18 02:32:07,,
288,gp:AOqpTOEnxoW-m9buxt5ERvoPPjQ8Jj1RwhgaZL5ct7cuTx42aqNYb7hEqgehqGZ9k0jEu7iLdrWbGVbYUIQqRA,Kimora Lewis,https://lh3.googleusercontent.com/-f8yUy6Xlg4E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm4ZrzDNnUOO3V-Oc3c8TPIZbH-QQ/photo.jpg,This app is awsome😍😍😍😍😍😍😍😍,5,0,1.1.12,2015-12-03 02:03:16,Thanks!! ,2015-12-07 09:16:34
289,gp:AOqpTOEbHhczna0WeQcWBr2qZ-85E52kHVN3gCfpmdos5BH9Pjoc-8eRGMh4j4MoBpRqb1K-AwOUGwV5TEcJWA,Armaan Arafat,https://lh3.googleusercontent.com/a-/AOh14Gh8-mLQGmC6GHqa8LaaCX9KavUo2BLU3mBmznlIaQ,"Very helpful. It's a great app, it really does allow you to do great editing and helps to put png images on another photo but when I try to 'Save image' then it stops working and shuts down. Also it shrinks the image size. So, it looks okay from my screen but the quality and the size of the image shrinks very much. Hope you guys will fix this ASAP. Try creating a option where it'll allow the users to control the size (height & width) and the quality (high, medium, low) of the image.",3,2,1.1.11,2015-08-09 23:04:19,,
290,gp:AOqpTOHeFs6p5zP_glsKjgS98RTRcJLqy085sooQ_sEOCCHyHaax2p-AMhYqDcb2m8JVCdy0H7GAT3EP2jANlw,Becky C,https://lh3.googleusercontent.com/a-/AOh14Gh4lyk9GZaqOt3y6wx2Lw1LfHgstwkr-X2FgJ-zsg,"Really like this app :) Only faults are that it closes on my phone if I save the image rather than saving copy. Might be best to just keep the Save Copy button. Also, when you change the size of the brush or rubber, would be easier if it permanently stayed that size until you change it rather than turning back automatically. Either way, I wouldn't give less than 5 stars :)",5,2,1.1.11,2015-09-25 00:18:22,"Save bug now fixed, but only copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:52:09
291,gp:AOqpTOErqYJW15GKoDWQFUho89TPsAkNJWfkG9bTTmKHPUu_gWFaMnqcBuKX7yXDUhw-C19G0zKpvjeX_O1fKw,Dániel B.,https://lh3.googleusercontent.com/a-/AOh14GjBeIqAwMO8X_y6gzvGy-eaNOIS6E66WKV7tHslhA,"Looks good, but it just freeze over and over if  you minimalize once. Also very slow with large image. Can't corp ""over"" image to get bigger size, can't resize pics. Windows's build-in paint knowledge is much more higher",4,0,1.1.11,2015-07-19 23:35:57,Resizing now works in the latest 1.1.11 version that is currently being rolled out. Please note that we are all pro-bono volunteers developing Pocket Code and Pocket Paint to increase computational thinking skills as part of the non-profit Catrobat project in our spare time. Any help is welcome.,2015-07-19 19:24:58
292,gp:AOqpTOFGY_WMzXhqMZNHml3IeB-DCvh5aWL47rrGGQVVIevbDkjhYO6maVDLPP0wjAW_7quB3Pa-VOnhE7biug,Mick .T,https://lh3.googleusercontent.com/-ymgUbeXXz1E/AAAAAAAAAAI/AAAAAAAAClk/AMZuuclyhZEccCitZKsF44mOktul5TwVlg/photo.jpg,"Thank You for your reply. I'm not complaining outside of that before. I do not have the skills and I really gotten out of computing when things shifted to mobile and computing became dumbed down in general. My Smartphone/future Tablets are a necessity not really interest. Thank you for keeping this program functional unlike everything else almost that has went down the path that leaves disillusionment and dread, disinterest. So I hope I did not come off at you as ""must"" I'm sorry that was not my intentions.",5,0,1.1.11,2015-07-19 19:37:01,"You are welcome! [was: Solved in version 1.1.11 that is currently being rolled out. We aim at making sure something like this cannot happen again. Sorry, we are all pro-bono volunteers developing Pocket Code and Pocket Paint to increase computational thinking skills as part of the non-profit Catrobat project in our spare time. Any help is welcome.]",2015-07-19 21:29:31
293,gp:AOqpTOH1NKcHenz60RBPu20d_kNxMr7zgMaOzPfnvjzvfTapyKAdHtycCSlwugPrSEPQuMtpd61YMthXEPhfQA,Daniel Russell,https://lh3.googleusercontent.com/a-/AOh14GiG6kikxw9C_Fn9OfZwRM3A2ve1joTZ8nELo8WPDg,"Let me paste images into Pocket Paint, that would be awesome! I want to copy something from, let's say, Word, and be able to paste it into this app. Also, a few awful glitches. Sometimes it will just arbitrarily send me to the homescreen without warning - and without saving. Also, it occasionally shoots itself in the foot when it completely ignores where my finger is touching the screen, and doodles away on the opposite side of the screen, making for frustrating and somewhat irreversible results.",2,0,1.1.11,2015-09-17 19:31:22,,
294,gp:AOqpTOHK4Tps6Q-mJhFwOYvthIQLcS0YIocOtf3gCQFE3gtmpWS7bNk7Dv6ry0iLIKhuKCitIB_jCzP7gylMoQ,Ashley Coil,https://lh3.googleusercontent.com/-iNnOTIG-xzY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnid5YYgSSIhmj7vGXGWMmLkxLiag/photo.jpg,"I originally got this app for bases and stuff like that. The app is great and all, but in the first few minutes it started glitching and I coudn't really do anything about it except restart my device only to find out the problem STILL persisted!!! Please fix!!!!!",3,0,1.1.11,2015-07-31 10:56:41,,
295,gp:AOqpTOFkaYM93HqbngC9xEQrgdQ1q5MEW6rWY8F8Yam9PxW59vhWyhAmSN4YK-c1KqtCVEphWV5HBRTm8X3sWw,Cookie Cat,https://lh3.googleusercontent.com/a-/AOh14GgQ3JKQWD896zFMN-4plkRUqIv581Gh8bDYbIjokQ,"What? No offence to the creators, but this app is rubbish. It won't even let me create scripts or save my creations...what a waste of time...",1,0,1.1.11,2015-10-09 19:57:49,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:48:02
296,gp:AOqpTOEKcVpBgXSk9Bxg6xHcanwI5MGgfRDmX-zke3V0LV7bR-uybeYXnbSdc2ojPOXG9AuE9fZXYnlnWKpPAw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I especially love the stamp tool.  Only one thing, though:  it would be very convenient if I could make it much smaller, down to 7 pixels.",5,0,1.1.11,2015-11-02 04:43:54,Thanks! Please note that Pocket Paint is created by volunteers as a non-profit project. ,2015-11-19 02:46:16
297,gp:AOqpTOEDggJnLZX3YJGPJEqRWkX7GGJQa55JO3UwwH0VrIecMGq0ggoB2LYgp9Cq6Q8EhRghYZ8-SyrZcTbXTA,Cess Li,https://lh3.googleusercontent.com/-bgh66hQzyNY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmuwJ5stimbFjuIpAJhvYV90EoKwA/photo.jpg,"When I click save the app suddenly closes and stops working! By the way, my phone is android KitKat",1,1,1.1.11,2015-11-03 05:11:11,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:45:36
298,gp:AOqpTOGLBH_tGwb82ZSI-IhEILQWmOTW6vAVzu7uTmp7jFYSJhu_cXrtDzSk3407rZCF-4SRwKqgc76aqGXOUA,Lots0bots,https://lh3.googleusercontent.com/a-/AOh14GiEWvctZnIQpDKVolCTO3Bmsht_26zG3YZ_lcuSGQ,I really didn't want to uninstall this app because of the glitch but now that its fixed I'm downloading it again I have never seen a better app.,4,2,1.1.11,2015-08-01 13:16:52,"Many bugs now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:57:08
299,gp:AOqpTOEfc5DEtRhhfXBAM7xoGbnOppL4g72ejGgbQpSucbRIWIvpQWJcpKoLpmRQH5MEtlc-wVR4ZZKQZBBzyQ,Joel Garcia,https://lh3.googleusercontent.com/a-/AOh14GjVXQHBIhSyitP5tpX1cMHgrhZJUBkXpVF_S4ZV,I had his app on another device and it worked perfectly but on my phone when I import an image it dosnt let me resize or flip the image the controls are too sensitive Please fix.I have a Samsung galaxy note s4,1,0,1.1.11,2015-08-20 20:52:40,,
300,gp:AOqpTOG8XuXbMiuvq11Xw3IhNXPSiC7Nvmy6qHSW_bC9ssqnahwAY-nOGiXgsGXAwvC2jb7aDiRAvhpq_0NuPw,Satyam Gupta,https://lh3.googleusercontent.com/a-/AOh14Gjmgfnd-VeSeo6j88FHxiXxdp3GXJ95JtGTIn6wRg,"After editing and then saving,  error comes pocket paint stop working",2,1,1.1.11,2015-07-24 11:13:23,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:57:30
301,gp:AOqpTOHH6IFY1IfOhJ69trVZoTdmvxRTYBlDjkwD6AdYXfuVf3xiXUVC0q0ONzE8y9QkMpvUdrDOspADdgQnPA,TehJon64,https://lh3.googleusercontent.com/a-/AOh14GhSv0UBYw8u5qoecR90_TbmAOo0fIgzDrWWpjHTGQ,"But, there's one problem.. Tmp and Pocket Paint folders keep appearing on my gallery. Is there a way to disable this?",3,0,1.1.11,2017-08-30 00:50:11,"Thanks! The Pocket Paint folder contains the images created with the app. To hide folders from the gallery, insert an empty file with the name .nomedia in the folder and it will not be listed anymore. ",2015-08-01 23:01:44
302,gp:AOqpTOHWQaq24oYs9bUMd8lQSrSZTUJNqkYh6Fcj5RZcw5Jhg06dBbXHRM7mrSwKG_KrurdZNUwnv2jew1xWhQ,Hunter Vasquez,https://lh3.googleusercontent.com/-E5hJP_CqQuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn7TA11QFwrU_CBLjasjX3n8IAxtw/photo.jpg,"It's not a bad app at all, but one thing, is it possible to change the fill style of the circles and rectangles? So that it is just a outline and not filled?",4,0,1.1.11,2015-09-08 18:18:38,Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!,2015-11-19 02:54:38
303,gp:AOqpTOE5GSKiya4Gy3H2Qce9t8hCtUMv3LzQny6TmcirXQEjWY7DzSs6d-jBKRajrgyBxVLRtdusJAgnmDGr9A,Dylan,https://lh3.googleusercontent.com/a-/AOh14GjECxllGKb8n8J9aEV7XoHihKNvEvPGqY1NJLrW,"I created several images and ""saved image"" and when I check in my gallery it is just a black image....HELP!!!",3,0,1.1.11,2015-09-17 06:36:42,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:54:01
304,gp:AOqpTOFHzT-SKaMIXy4WZTGaMTt5li7P3oSpifxGB-pfrf5aGFgDljc8dB-HL8ncDIDPyixUlGUc0l68j8mKAA,David Chiang,https://lh3.googleusercontent.com/a-/AOh14Gg2-NyHEIAO1YddaHMj372Y75AJrpPs-ngzLcU2dg,Fix please. Edit image and save it but it crashes everytime.,1,1,1.1.11,2015-08-31 23:22:20,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:55:06
305,gp:AOqpTOGGsGdtRN2zdCX1Pwuv91czYV9tiXagyKraNEU5vAsHDcyC6CBh04PRF95TzENrmFtjgr0sAroWhCqVjQ,Devon McCormack,https://lh3.googleusercontent.com/a-/AOh14Ggi_Lj_8ekiAZauRfXTgQFwI7B3AhB-abJBpPxo,I downloaded pocket code and had to download this but sooo worth it very good keep it up dev ps my names dev to for short,5,0,1.1.11,2015-10-24 23:11:15,Thanks!,2015-11-19 02:46:45
306,gp:AOqpTOFWnka3NUuv6MbUcqpvumy7f-hvgJEMI0C-QgPQB4ct6aSX-KHlDBoV1mx_N47A3-c9fiFUd8JyWV9lcw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Its not exactly MS Paint, but its the closest, i've seen so far..",5,0,1.1.11,2015-08-09 13:12:38,,
307,gp:AOqpTOH3eYzrbevKyHTgwu-IJayytcNAZCIZQ9KOzMemyoH4am6mi5sK3btNu5ZYVHWsu8qno6VIRWwCRhPuDg,Daryl,https://lh3.googleusercontent.com/a-/AOh14GjH8hV3EmXDUaXtkCLQAWYFm60JWmJUugWjm-XATg,Crashes everytime I try to save an image.,1,0,1.1.11,2015-09-20 03:50:15,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:53:15
308,gp:AOqpTOH-NVfGD5IS0ErdovwKX0E_od3oWpnp-owZSee7f3YaL93CR_gRt1UMPRlpukkQCQBCQ8ckMie9IOE5sA,Jeff Williams,https://lh3.googleusercontent.com/a-/AOh14GjcLH6UkJIsJKeKVKIAgvnA9z6yOF99RwidDsIVMQ,Stops working when I try to save images,2,0,1.1.11,2015-08-28 08:30:32,"Save bug now fixed, copy saved in Pocket Paint folder! Please note that Pocket Paint is created by volunteers as a non-profit project. Good ratings motivate our unpaid pro-bono team more than anything else. Thank you!",2015-11-19 02:55:26
309,gp:AOqpTOHr12hwPHnDYN78Ua8dFQTgx8HtKDHF4ljM5aU3aTra-eGA3qL5XkCTCjG0oPHZafbg5qeGq0zKGU7sDQ,chérie x,https://lh3.googleusercontent.com/a-/AOh14GjC36mwUkU604hbGgXQHBLnCgU9rQVi_pFB_AVxrw,Why does it keep gliching when I try to paint?  Its still a good app,3,0,1.1.11,2015-08-13 06:08:59,"Hi, sorry! We are aware of the bug and currently working on correcting it. In the mean time, there is a workaround: Please install Pocket Code (also from us) and edit and save your images in the looks category of a program's background. We are all unpaid volunteers working in our free time on this not for profit project, so please mind the rating ",2015-08-23 05:06:09
310,gp:AOqpTOFI8--8nyJ0zx-AAJmmarVKmKstTOBHx3gV2C6ynBe7kvT0ixQ6GSYjvqT9wPDNfayqAS2rt351ZcBZmA,Mounir Hasan,https://lh3.googleusercontent.com/-c_7hijBEeWs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfknt-bkvND-Hq7oFzlFtPd5Rd-A/photo.jpg,its really very good app its for the kids  learn to make games that they want thanks for this awesome app,5,0,1.1.11,2015-08-11 12:06:25,,
311,gp:AOqpTOEPjBnlKJnUdhtTGJbcLHKRAKPFmfaJ-pgceMVFyw8_wPzcZ_4YoZ2wGxm726ZY0JWtDeXvfPFZb0BdSA,Roberto Rosado,https://lh3.googleusercontent.com/a-/AOh14Giqx3EQ_Kvun8pMlZjV_HysSqseg0MDBfvgj51LeDI,That was a fast response and fix! Thanks again!,5,1,1.1.11,2015-07-20 02:55:40,"Solved in version 1.1.11 that is currently being rolled out. We aim at making sure something like this cannot happen again. Sorry, we are all pro-bono volunteers developing Pocket Code and Pocket Paint to increase computational thinking skills as part of the non-profit Catrobat project in our spare time. Any help is welcome.",2015-07-19 17:37:12
