,class,sentence,at,char_grams,content,dep_tree,parse_tree,pos,repliedAt,replyContent,reviewCreatedVersion,reviewId,root,score,tagged_sent,thumbsUpCount,userName
33,,"Unfortunately it reduces the resolution and removes the EXIF data ( most similar apps do the same ) , else it would be perfect .",2020-03-01 15:46:11,"['Un', 'nf', 'fo', 'or', 'rt', 'tu', 'un', 'na', 'at', 'te', 'el', 'ly', 'yi', 'it', 'tr', 're', 'ed', 'du', 'uc', 'ce', 'es', 'st', 'th', 'he', 'er', 're', 'es', 'so', 'ol', 'lu', 'ut', 'ti', 'io', 'on', 'na', 'an', 'nd', 'dr', 're', 'em', 'mo', 'ov', 've', 'es', 'st', 'th', 'he', 'eE', 'EX', 'XI', 'IF', 'Fd', 'da', 'at', 'ta', 'a(', '(m', 'mo', 'os', 'st', 'ts', 'si', 'im', 'mi', 'il', 'la', 'ar', 'ra', 'ap', 'pp', 'ps', 'sd', 'do', 'ot', 'th', 'he', 'es', 'sa', 'am', 'me', 'e)', '),', ',e', 'el', 'ls', 'se', 'ei', 'it', 'tw', 'wo', 'ou', 'ul', 'ld', 'db', 'be', 'ep', 'pe', 'er', 'rf', 'fe', 'ec', 'ct', 't.', 'Unf', 'nfo', 'for', 'ort', 'rtu', 'tun', 'una', 'nat', 'ate', 'tel', 'ely', 'lyi', 'yit', 'itr', 'tre', 'red', 'edu', 'duc', 'uce', 'ces', 'est', 'sth', 'the', 'her', 'ere', 'res', 'eso', 'sol', 'olu', 'lut', 'uti', 'tio', 'ion', 'ona', 'nan', 'and', 'ndr', 'dre', 'rem', 'emo', 'mov', 'ove', 'ves', 'est', 'sth', 'the', 'heE', 'eEX', 'EXI', 'XIF', 'IFd', 'Fda', 'dat', 'ata', 'ta(', 'a(m', '(mo', 'mos', 'ost', 'sts', 'tsi', 'sim', 'imi', 'mil', 'ila', 'lar', 'ara', 'rap', 'app', 'pps', 'psd', 'sdo', 'dot', 'oth', 'the', 'hes', 'esa', 'sam', 'ame', 'me)', 'e),', '),e', ',el', 'els', 'lse', 'sei', 'eit', 'itw', 'two', 'wou', 'oul', 'uld', 'ldb', 'dbe', 'bep', 'epe', 'per', 'erf', 'rfe', 'fec', 'ect', 'ct.', 'Unfo', 'nfor', 'fort', 'ortu', 'rtun', 'tuna', 'unat', 'nate', 'atel', 'tely', 'elyi', 'lyit', 'yitr', 'itre', 'tred', 'redu', 'educ', 'duce', 'uces', 'cest', 'esth', 'sthe', 'ther', 'here', 'eres', 'reso', 'esol', 'solu', 'olut', 'luti', 'utio', 'tion', 'iona', 'onan', 'nand', 'andr', 'ndre', 'drem', 'remo', 'emov', 'move', 'oves', 'vest', 'esth', 'sthe', 'theE', 'heEX', 'eEXI', 'EXIF', 'XIFd', 'IFda', 'Fdat', 'data', 'ata(', 'ta(m', 'a(mo', '(mos', 'most', 'osts', 'stsi', 'tsim', 'simi', 'imil', 'mila', 'ilar', 'lara', 'arap', 'rapp', 'apps', 'ppsd', 'psdo', 'sdot', 'doth', 'othe', 'thes', 'hesa', 'esam', 'same', 'ame)', 'me),', 'e),e', '),el', ',els', 'else', 'lsei', 'seit', 'eitw', 'itwo', 'twou', 'woul', 'ould', 'uldb', 'ldbe', 'dbep', 'bepe', 'eper', 'perf', 'erfe', 'rfec', 'fect', 'ect.']","The best simple paint\drawing app I've found. It's possible to do some quite complex picture editing with a good range of tools, much more than most simple draw apps offer. Minimal permissions, most importantly no Internet permission and no ads. It would be great to have options when saving. Unfortunately it reduces the resolution and removes the EXIF data (most similar apps do the same), else it would be perfect.","ROOT-VB-ccomp-VBP-punct-,-advmod-RB-nsubj-PRP-aux-MD-acomp-JJ-punct-.",ROOT-FRAG-S-FRAG-.-NP,"RB-PRP-VBZ-DT-NN-CC-VBZ-DT-NNP-NNS-(-RBS-JJ-NN-VBP-DT-JJ-)-,-JJ-PRP-MD-VB-JJ-.",2020-04-26 12:30:33,"Thank you. Fixing these issues is planned for the future. Sorry, we are just pro-bono volunteers working in our free time on this free open source non-profit project... any help, e.g., as a developer would be highly appreciated. Thanks again for your kind understanding!",2.4.1,gp:AOqpTOGwjYkukgpZUwQBeJMavA6plT3YhR6oHDJnYAVh91yjo1BiGhgs0NukO-uTVivpB9dKU-dAFx8R_2Ae7w,be,5.0,"[('Unfortunately', 'RB'), ('it', 'PRP'), ('reduces', 'VBZ'), ('the', 'DT'), ('resolution', 'NN'), ('and', 'CC'), ('removes', 'VBZ'), ('the', 'DT'), ('EXIF', 'NNP'), ('data', 'NNS'), ('(', '('), ('most', 'RBS'), ('similar', 'JJ'), ('apps', 'NN'), ('do', 'VBP'), ('the', 'DT'), ('same', 'JJ'), (')', ')'), (',', ','), ('else', 'JJ'), ('it', 'PRP'), ('would', 'MD'), ('be', 'VB'), ('perfect', 'JJ'), ('.', '.')]",33.0,Christopher Robin
34,,Surprisingly good !,2020-04-23 12:43:08,"['Su', 'ur', 'rp', 'pr', 'ri', 'is', 'si', 'in', 'ng', 'gl', 'ly', 'yg', 'go', 'oo', 'od', 'd!', 'Sur', 'urp', 'rpr', 'pri', 'ris', 'isi', 'sin', 'ing', 'ngl', 'gly', 'lyg', 'ygo', 'goo', 'ood', 'od!', 'Surp', 'urpr', 'rpri', 'pris', 'risi', 'isin', 'sing', 'ingl', 'ngly', 'glyg', 'lygo', 'ygoo', 'good', 'ood!']","Surprisingly good! Good job devs, as long as it doesn't end up drowning me in ads or locking out features as it grows, it certainly deserves 5/5!",ROOT-JJ-advmod-RB-punct-.,"ROOT-FRAG-NP-,-ADVP-NP",RB-JJ-.,,,2.4.1,gp:AOqpTOEujZDFND-GfMPknXz2koI2_mbFR4pJfJOjDv127TVYLFv8nqranrc0VFQsNBJtPg7yAdAxSYTOFPp3qA,good,5.0,"[('Surprisingly', 'RB'), ('good', 'JJ'), ('!', '.')]",2.0,BlakTarCheetuh _
35,,"Good job devs , as long as it does n't end up drowning me in ads or locking out features as it grows , it certainly deserves 5/5 !",2020-04-23 12:43:08,"['Go', 'oo', 'od', 'dj', 'jo', 'ob', 'bd', 'de', 'ev', 'vs', 's,', ',a', 'as', 'sl', 'lo', 'on', 'ng', 'ga', 'as', 'si', 'it', 'td', 'do', 'oe', 'es', 'sn', ""n'"", ""'t"", 'te', 'en', 'nd', 'du', 'up', 'pd', 'dr', 'ro', 'ow', 'wn', 'ni', 'in', 'ng', 'gm', 'me', 'ei', 'in', 'na', 'ad', 'ds', 'so', 'or', 'rl', 'lo', 'oc', 'ck', 'ki', 'in', 'ng', 'go', 'ou', 'ut', 'tf', 'fe', 'ea', 'at', 'tu', 'ur', 're', 'es', 'sa', 'as', 'si', 'it', 'tg', 'gr', 'ro', 'ow', 'ws', 's,', ',i', 'it', 'tc', 'ce', 'er', 'rt', 'ta', 'ai', 'in', 'nl', 'ly', 'yd', 'de', 'es', 'se', 'er', 'rv', 've', 'es', 's5', '5/', '/5', '5!', 'Goo', 'ood', 'odj', 'djo', 'job', 'obd', 'bde', 'dev', 'evs', 'vs,', 's,a', ',as', 'asl', 'slo', 'lon', 'ong', 'nga', 'gas', 'asi', 'sit', 'itd', 'tdo', 'doe', 'oes', 'esn', ""sn'"", ""n't"", ""'te"", 'ten', 'end', 'ndu', 'dup', 'upd', 'pdr', 'dro', 'row', 'own', 'wni', 'nin', 'ing', 'ngm', 'gme', 'mei', 'ein', 'ina', 'nad', 'ads', 'dso', 'sor', 'orl', 'rlo', 'loc', 'ock', 'cki', 'kin', 'ing', 'ngo', 'gou', 'out', 'utf', 'tfe', 'fea', 'eat', 'atu', 'tur', 'ure', 'res', 'esa', 'sas', 'asi', 'sit', 'itg', 'tgr', 'gro', 'row', 'ows', 'ws,', 's,i', ',it', 'itc', 'tce', 'cer', 'ert', 'rta', 'tai', 'ain', 'inl', 'nly', 'lyd', 'yde', 'des', 'ese', 'ser', 'erv', 'rve', 'ves', 'es5', 's5/', '5/5', '/5!', 'Good', 'oodj', 'odjo', 'djob', 'jobd', 'obde', 'bdev', 'devs', 'evs,', 'vs,a', 's,as', ',asl', 'aslo', 'slon', 'long', 'onga', 'ngas', 'gasi', 'asit', 'sitd', 'itdo', 'tdoe', 'does', 'oesn', ""esn'"", ""sn't"", ""n'te"", ""'ten"", 'tend', 'endu', 'ndup', 'dupd', 'updr', 'pdro', 'drow', 'rown', 'owni', 'wnin', 'ning', 'ingm', 'ngme', 'gmei', 'mein', 'eina', 'inad', 'nads', 'adso', 'dsor', 'sorl', 'orlo', 'rloc', 'lock', 'ocki', 'ckin', 'king', 'ingo', 'ngou', 'gout', 'outf', 'utfe', 'tfea', 'feat', 'eatu', 'atur', 'ture', 'ures', 'resa', 'esas', 'sasi', 'asit', 'sitg', 'itgr', 'tgro', 'grow', 'rows', 'ows,', 'ws,i', 's,it', ',itc', 'itce', 'tcer', 'cert', 'erta', 'rtai', 'tain', 'ainl', 'inly', 'nlyd', 'lyde', 'ydes', 'dese', 'eser', 'serv', 'erve', 'rves', 'ves5', 'es5/', 's5/5', '5/5!']","Surprisingly good! Good job devs, as long as it doesn't end up drowning me in ads or locking out features as it grows, it certainly deserves 5/5!","ROOT-VBZ-nsubj-NNS-punct-,-advmod-RB-punct-,-nsubj-PRP-advmod-RB-dobj-CD-punct-.",ROOT-FRAG-S-FRAG-S-.,"JJ-NN-NN-,-RB-RB-IN-PRP-VBZ-RB-VB-RP-VBG-PRP-IN-NNS-CC-VBG-RP-NNS-IN-PRP-VBZ-,-PRP-RB-VBZ-CD-.",,,2.4.1,gp:AOqpTOEujZDFND-GfMPknXz2koI2_mbFR4pJfJOjDv127TVYLFv8nqranrc0VFQsNBJtPg7yAdAxSYTOFPp3qA,deserves,5.0,"[('Good', 'JJ'), ('job', 'NN'), ('devs', 'NN'), (',', ','), ('as', 'RB'), ('long', 'RB'), ('as', 'IN'), ('it', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('end', 'VB'), ('up', 'RP'), ('drowning', 'VBG'), ('me', 'PRP'), ('in', 'IN'), ('ads', 'NNS'), ('or', 'CC'), ('locking', 'VBG'), ('out', 'RP'), ('features', 'NNS'), ('as', 'IN'), ('it', 'PRP'), ('grows', 'VBZ'), (',', ','), ('it', 'PRP'), ('certainly', 'RB'), ('deserves', 'VBZ'), ('5/5', 'CD'), ('!', '.')]",2.0,BlakTarCheetuh _
36,,Only rating 1 star as there is not 0 stars .,2020-04-23 03:52:45,"['On', 'nl', 'ly', 'yr', 'ra', 'at', 'ti', 'in', 'ng', 'g1', '1s', 'st', 'ta', 'ar', 'ra', 'as', 'st', 'th', 'he', 'er', 're', 'ei', 'is', 'sn', 'no', 'ot', 't0', '0s', 'st', 'ta', 'ar', 'rs', 's.', 'Onl', 'nly', 'lyr', 'yra', 'rat', 'ati', 'tin', 'ing', 'ng1', 'g1s', '1st', 'sta', 'tar', 'ara', 'ras', 'ast', 'sth', 'the', 'her', 'ere', 'rei', 'eis', 'isn', 'sno', 'not', 'ot0', 't0s', '0st', 'sta', 'tar', 'ars', 'rs.', 'Only', 'nlyr', 'lyra', 'yrat', 'rati', 'atin', 'ting', 'ing1', 'ng1s', 'g1st', '1sta', 'star', 'tara', 'aras', 'rast', 'asth', 'sthe', 'ther', 'here', 'erei', 'reis', 'eisn', 'isno', 'snot', 'not0', 'ot0s', 't0st', '0sta', 'star', 'tars', 'ars.']","Only rating 1 star as there is not 0 stars. I try to add an image or a shape, they all disappear. I can easily find a better one.",ROOT-NN-advmod-RB-dobj-NN-punct-.,ROOT-FRAG-S-NP-.-NP,RB-NN-CD-NN-IN-EX-VBZ-RB-CD-NNS-.,,,2.4.1,gp:AOqpTOEaLFmexKlD8CyBozjc-EFOaZW6zaX2XRd00aNyVW05Uxdhhq_ZbyZ3c3cXCMIzhrb8eqd9saxMEJHeGg,rating,1.0,"[('Only', 'RB'), ('rating', 'NN'), ('1', 'CD'), ('star', 'NN'), ('as', 'IN'), ('there', 'EX'), ('is', 'VBZ'), ('not', 'RB'), ('0', 'CD'), ('stars', 'NNS'), ('.', '.')]",0.0,Baby Kitten
37,,"I try to add an image or a shape , they all disappear .",2020-04-23 03:52:45,"['It', 'tr', 'ry', 'yt', 'to', 'oa', 'ad', 'dd', 'da', 'an', 'ni', 'im', 'ma', 'ag', 'ge', 'eo', 'or', 'ra', 'as', 'sh', 'ha', 'ap', 'pe', 'e,', ',t', 'th', 'he', 'ey', 'ya', 'al', 'll', 'ld', 'di', 'is', 'sa', 'ap', 'pp', 'pe', 'ea', 'ar', 'r.', 'Itr', 'try', 'ryt', 'yto', 'toa', 'oad', 'add', 'dda', 'dan', 'ani', 'nim', 'ima', 'mag', 'age', 'geo', 'eor', 'ora', 'ras', 'ash', 'sha', 'hap', 'ape', 'pe,', 'e,t', ',th', 'the', 'hey', 'eya', 'yal', 'all', 'lld', 'ldi', 'dis', 'isa', 'sap', 'app', 'ppe', 'pea', 'ear', 'ar.', 'Itry', 'tryt', 'ryto', 'ytoa', 'toad', 'oadd', 'adda', 'ddan', 'dani', 'anim', 'nima', 'imag', 'mage', 'ageo', 'geor', 'eora', 'oras', 'rash', 'asha', 'shap', 'hape', 'ape,', 'pe,t', 'e,th', ',the', 'they', 'heya', 'eyal', 'yall', 'alld', 'lldi', 'ldis', 'disa', 'isap', 'sapp', 'appe', 'ppea', 'pear', 'ear.']","Only rating 1 star as there is not 0 stars. I try to add an image or a shape, they all disappear. I can easily find a better one.","ROOT-VBP-ccomp-VBP-punct-,-nsubj-PRP-punct-.",ROOT-S-NP-VP-.-NNS,"PRP-VBP-TO-VB-DT-NN-CC-DT-NN-,-PRP-DT-VBP-.",,,2.4.1,gp:AOqpTOEaLFmexKlD8CyBozjc-EFOaZW6zaX2XRd00aNyVW05Uxdhhq_ZbyZ3c3cXCMIzhrb8eqd9saxMEJHeGg,disappear,1.0,"[('I', 'PRP'), ('try', 'VBP'), ('to', 'TO'), ('add', 'VB'), ('an', 'DT'), ('image', 'NN'), ('or', 'CC'), ('a', 'DT'), ('shape', 'NN'), (',', ','), ('they', 'PRP'), ('all', 'DT'), ('disappear', 'VBP'), ('.', '.')]",0.0,Baby Kitten
38,,I can easily find a better one .,2020-04-23 03:52:45,"['Ic', 'ca', 'an', 'ne', 'ea', 'as', 'si', 'il', 'ly', 'yf', 'fi', 'in', 'nd', 'da', 'ab', 'be', 'et', 'tt', 'te', 'er', 'ro', 'on', 'ne', 'e.', 'Ica', 'can', 'ane', 'nea', 'eas', 'asi', 'sil', 'ily', 'lyf', 'yfi', 'fin', 'ind', 'nda', 'dab', 'abe', 'bet', 'ett', 'tte', 'ter', 'ero', 'ron', 'one', 'ne.', 'Ican', 'cane', 'anea', 'neas', 'easi', 'asil', 'sily', 'ilyf', 'lyfi', 'yfin', 'find', 'inda', 'ndab', 'dabe', 'abet', 'bett', 'ette', 'tter', 'tero', 'eron', 'rone', 'one.']","Only rating 1 star as there is not 0 stars. I try to add an image or a shape, they all disappear. I can easily find a better one.",ROOT-VB-nsubj-PRP-aux-MD-advmod-RB-dobj-CD-punct-.,ROOT-FRAG-S-FRAG-.-NP,PRP-MD-RB-VB-DT-JJR-CD-.,,,2.4.1,gp:AOqpTOEaLFmexKlD8CyBozjc-EFOaZW6zaX2XRd00aNyVW05Uxdhhq_ZbyZ3c3cXCMIzhrb8eqd9saxMEJHeGg,find,1.0,"[('I', 'PRP'), ('can', 'MD'), ('easily', 'RB'), ('find', 'VB'), ('a', 'DT'), ('better', 'JJR'), ('one', 'CD'), ('.', '.')]",0.0,Baby Kitten
39,,Ca n't open images to edit in the programme without their being compressed and pixellated - not sure why ?,2020-04-30 08:31:44,"['Ca', 'an', ""n'"", ""'t"", 'to', 'op', 'pe', 'en', 'ni', 'im', 'ma', 'ag', 'ge', 'es', 'st', 'to', 'oe', 'ed', 'di', 'it', 'ti', 'in', 'nt', 'th', 'he', 'ep', 'pr', 'ro', 'og', 'gr', 'ra', 'am', 'mm', 'me', 'ew', 'wi', 'it', 'th', 'ho', 'ou', 'ut', 'tt', 'th', 'he', 'ei', 'ir', 'rb', 'be', 'ei', 'in', 'ng', 'gc', 'co', 'om', 'mp', 'pr', 're', 'es', 'ss', 'se', 'ed', 'da', 'an', 'nd', 'dp', 'pi', 'ix', 'xe', 'el', 'll', 'la', 'at', 'te', 'ed', 'd-', '-n', 'no', 'ot', 'ts', 'su', 'ur', 're', 'ew', 'wh', 'hy', 'y?', 'Can', ""an'"", ""n't"", ""'to"", 'top', 'ope', 'pen', 'eni', 'nim', 'ima', 'mag', 'age', 'ges', 'est', 'sto', 'toe', 'oed', 'edi', 'dit', 'iti', 'tin', 'int', 'nth', 'the', 'hep', 'epr', 'pro', 'rog', 'ogr', 'gra', 'ram', 'amm', 'mme', 'mew', 'ewi', 'wit', 'ith', 'tho', 'hou', 'out', 'utt', 'tth', 'the', 'hei', 'eir', 'irb', 'rbe', 'bei', 'ein', 'ing', 'ngc', 'gco', 'com', 'omp', 'mpr', 'pre', 'res', 'ess', 'sse', 'sed', 'eda', 'dan', 'and', 'ndp', 'dpi', 'pix', 'ixe', 'xel', 'ell', 'lla', 'lat', 'ate', 'ted', 'ed-', 'd-n', '-no', 'not', 'ots', 'tsu', 'sur', 'ure', 'rew', 'ewh', 'why', 'hy?', ""Can'"", ""an't"", ""n'to"", ""'top"", 'tope', 'open', 'peni', 'enim', 'nima', 'imag', 'mage', 'ages', 'gest', 'esto', 'stoe', 'toed', 'oedi', 'edit', 'diti', 'itin', 'tint', 'inth', 'nthe', 'thep', 'hepr', 'epro', 'prog', 'rogr', 'ogra', 'gram', 'ramm', 'amme', 'mmew', 'mewi', 'ewit', 'with', 'itho', 'thou', 'hout', 'outt', 'utth', 'tthe', 'thei', 'heir', 'eirb', 'irbe', 'rbei', 'bein', 'eing', 'ingc', 'ngco', 'gcom', 'comp', 'ompr', 'mpre', 'pres', 'ress', 'esse', 'ssed', 'seda', 'edan', 'dand', 'andp', 'ndpi', 'dpix', 'pixe', 'ixel', 'xell', 'ella', 'llat', 'late', 'ated', 'ted-', 'ed-n', 'd-no', '-not', 'nots', 'otsu', 'tsur', 'sure', 'urew', 'rewh', 'ewhy', 'why?']",Can't open images to edit in the programme without their being compressed and pixellated - not sure why? I only wanted to draw on screenshots so nothing fancy.,ROOT-VB-aux-MD-neg-RB-dobj-NNS-punct-:-conj-JJ-punct-.,ROOT-FRAG-NP-NP-NP-ADVP,NNP-RB-VBD-NNS-TO-VB-IN-DT-NN-IN-PRP$-VBG-VBN-CC-VBN-:-RB-JJ-WRB-.,,,2.4.1,gp:AOqpTOHDXKVTD4LikQCzvKeK_6t4z6Z6fEL_myAA0oAU0X2PmOnhQbUdb-YA62nosCoGAoG_bX39aoSrPSzpew,open,1.0,"[('Ca', 'NNP'), (""n't"", 'RB'), ('open', 'VBD'), ('images', 'NNS'), ('to', 'TO'), ('edit', 'VB'), ('in', 'IN'), ('the', 'DT'), ('programme', 'NN'), ('without', 'IN'), ('their', 'PRP$'), ('being', 'VBG'), ('compressed', 'VBN'), ('and', 'CC'), ('pixellated', 'VBN'), ('-', ':'), ('not', 'RB'), ('sure', 'JJ'), ('why', 'WRB'), ('?', '.')]",0.0,SK Boyd
40,,I only wanted to draw on screenshots so nothing fancy .,2020-04-30 08:31:44,"['Io', 'on', 'nl', 'ly', 'yw', 'wa', 'an', 'nt', 'te', 'ed', 'dt', 'to', 'od', 'dr', 'ra', 'aw', 'wo', 'on', 'ns', 'sc', 'cr', 're', 'ee', 'en', 'ns', 'sh', 'ho', 'ot', 'ts', 'ss', 'so', 'on', 'no', 'ot', 'th', 'hi', 'in', 'ng', 'gf', 'fa', 'an', 'nc', 'cy', 'y.', 'Ion', 'onl', 'nly', 'lyw', 'ywa', 'wan', 'ant', 'nte', 'ted', 'edt', 'dto', 'tod', 'odr', 'dra', 'raw', 'awo', 'won', 'ons', 'nsc', 'scr', 'cre', 'ree', 'een', 'ens', 'nsh', 'sho', 'hot', 'ots', 'tss', 'sso', 'son', 'ono', 'not', 'oth', 'thi', 'hin', 'ing', 'ngf', 'gfa', 'fan', 'anc', 'ncy', 'cy.', 'Ionl', 'only', 'nlyw', 'lywa', 'ywan', 'want', 'ante', 'nted', 'tedt', 'edto', 'dtod', 'todr', 'odra', 'draw', 'rawo', 'awon', 'wons', 'onsc', 'nscr', 'scre', 'cree', 'reen', 'eens', 'ensh', 'nsho', 'shot', 'hots', 'otss', 'tsso', 'sson', 'sono', 'onot', 'noth', 'othi', 'thin', 'hing', 'ingf', 'ngfa', 'gfan', 'fanc', 'ancy', 'ncy.']",Can't open images to edit in the programme without their being compressed and pixellated - not sure why? I only wanted to draw on screenshots so nothing fancy.,ROOT-VBD-nsubj-PRP-advmod-RB-xcomp-VB-ROOT-NN-advmod-RB-amod-JJ-punct-.,ROOT-S-NP-VP-.-NNS,PRP-RB-VBD-TO-VB-IN-NNS-RB-NN-NN-.,,,2.4.1,gp:AOqpTOHDXKVTD4LikQCzvKeK_6t4z6Z6fEL_myAA0oAU0X2PmOnhQbUdb-YA62nosCoGAoG_bX39aoSrPSzpew,wanted,1.0,"[('I', 'PRP'), ('only', 'RB'), ('wanted', 'VBD'), ('to', 'TO'), ('draw', 'VB'), ('on', 'IN'), ('screenshots', 'NNS'), ('so', 'RB'), ('nothing', 'NN'), ('fancy', 'NN'), ('.', '.')]",0.0,SK Boyd
41,,"I too was gon na post something really nice a about this app , until it crashed without an app error message and wiped 2 hours worth of saved work .",2020-05-03 02:58:43,"['It', 'to', 'oo', 'ow', 'wa', 'as', 'sg', 'go', 'on', 'nn', 'na', 'ap', 'po', 'os', 'st', 'ts', 'so', 'om', 'me', 'et', 'th', 'hi', 'in', 'ng', 'gr', 're', 'ea', 'al', 'll', 'ly', 'yn', 'ni', 'ic', 'ce', 'ea', 'aa', 'ab', 'bo', 'ou', 'ut', 'tt', 'th', 'hi', 'is', 'sa', 'ap', 'pp', 'p,', ',u', 'un', 'nt', 'ti', 'il', 'li', 'it', 'tc', 'cr', 'ra', 'as', 'sh', 'he', 'ed', 'dw', 'wi', 'it', 'th', 'ho', 'ou', 'ut', 'ta', 'an', 'na', 'ap', 'pp', 'pe', 'er', 'rr', 'ro', 'or', 'rm', 'me', 'es', 'ss', 'sa', 'ag', 'ge', 'ea', 'an', 'nd', 'dw', 'wi', 'ip', 'pe', 'ed', 'd2', '2h', 'ho', 'ou', 'ur', 'rs', 'sw', 'wo', 'or', 'rt', 'th', 'ho', 'of', 'fs', 'sa', 'av', 've', 'ed', 'dw', 'wo', 'or', 'rk', 'k.', 'Ito', 'too', 'oow', 'owa', 'was', 'asg', 'sgo', 'gon', 'onn', 'nna', 'nap', 'apo', 'pos', 'ost', 'sts', 'tso', 'som', 'ome', 'met', 'eth', 'thi', 'hin', 'ing', 'ngr', 'gre', 'rea', 'eal', 'all', 'lly', 'lyn', 'yni', 'nic', 'ice', 'cea', 'eaa', 'aab', 'abo', 'bou', 'out', 'utt', 'tth', 'thi', 'his', 'isa', 'sap', 'app', 'pp,', 'p,u', ',un', 'unt', 'nti', 'til', 'ili', 'lit', 'itc', 'tcr', 'cra', 'ras', 'ash', 'she', 'hed', 'edw', 'dwi', 'wit', 'ith', 'tho', 'hou', 'out', 'uta', 'tan', 'ana', 'nap', 'app', 'ppe', 'per', 'err', 'rro', 'ror', 'orm', 'rme', 'mes', 'ess', 'ssa', 'sag', 'age', 'gea', 'ean', 'and', 'ndw', 'dwi', 'wip', 'ipe', 'ped', 'ed2', 'd2h', '2ho', 'hou', 'our', 'urs', 'rsw', 'swo', 'wor', 'ort', 'rth', 'tho', 'hof', 'ofs', 'fsa', 'sav', 'ave', 'ved', 'edw', 'dwo', 'wor', 'ork', 'rk.', 'Itoo', 'toow', 'oowa', 'owas', 'wasg', 'asgo', 'sgon', 'gonn', 'onna', 'nnap', 'napo', 'apos', 'post', 'osts', 'stso', 'tsom', 'some', 'omet', 'meth', 'ethi', 'thin', 'hing', 'ingr', 'ngre', 'grea', 'real', 'eall', 'ally', 'llyn', 'lyni', 'ynic', 'nice', 'icea', 'ceaa', 'eaab', 'aabo', 'abou', 'bout', 'outt', 'utth', 'tthi', 'this', 'hisa', 'isap', 'sapp', 'app,', 'pp,u', 'p,un', ',unt', 'unti', 'ntil', 'tili', 'ilit', 'litc', 'itcr', 'tcra', 'cras', 'rash', 'ashe', 'shed', 'hedw', 'edwi', 'dwit', 'with', 'itho', 'thou', 'hout', 'outa', 'utan', 'tana', 'anap', 'napp', 'appe', 'pper', 'perr', 'erro', 'rror', 'rorm', 'orme', 'rmes', 'mess', 'essa', 'ssag', 'sage', 'agea', 'gean', 'eand', 'andw', 'ndwi', 'dwip', 'wipe', 'iped', 'ped2', 'ed2h', 'd2ho', '2hou', 'hour', 'ours', 'ursw', 'rswo', 'swor', 'wort', 'orth', 'rtho', 'thof', 'hofs', 'ofsa', 'fsav', 'save', 'aved', 'vedw', 'edwo', 'dwor', 'work', 'ork.']","I too was gonna post something really nice a about this app, until it crashed without an app error message and wiped 2 hours worth of saved work. Load of rubbish. Where is the android design app that works?","ROOT-VBG-nsubj-PRP-advmod-RB-aux-VBD-xcomp-VB-punct-,-advcl-VBD-punct-.","ROOT-FRAG-S-FRAG-,-FRAG","PRP-RB-VBD-VBG-TO-VB-NN-RB-JJ-DT-IN-DT-NN-,-IN-PRP-VBD-IN-DT-NN-NN-NN-CC-VBD-CD-NNS-IN-IN-JJ-NN-.",,,2.4.1,gp:AOqpTOFDp2pTfVz2TXGvcYsLIWHDAoZQKJlFVMDJkNHCV_YnyEYuqesQH6nwSr1OAmnQ0Moo7K_m0reyuEj_RQ,gon,1.0,"[('I', 'PRP'), ('too', 'RB'), ('was', 'VBD'), ('gon', 'VBG'), ('na', 'TO'), ('post', 'VB'), ('something', 'NN'), ('really', 'RB'), ('nice', 'JJ'), ('a', 'DT'), ('about', 'IN'), ('this', 'DT'), ('app', 'NN'), (',', ','), ('until', 'IN'), ('it', 'PRP'), ('crashed', 'VBD'), ('without', 'IN'), ('an', 'DT'), ('app', 'NN'), ('error', 'NN'), ('message', 'NN'), ('and', 'CC'), ('wiped', 'VBD'), ('2', 'CD'), ('hours', 'NNS'), ('worth', 'IN'), ('of', 'IN'), ('saved', 'JJ'), ('work', 'NN'), ('.', '.')]",0.0,Dl J
42,,Load of rubbish .,2020-05-03 02:58:43,"['Lo', 'oa', 'ad', 'do', 'of', 'fr', 'ru', 'ub', 'bb', 'bi', 'is', 'sh', 'h.', 'Loa', 'oad', 'ado', 'dof', 'ofr', 'fru', 'rub', 'ubb', 'bbi', 'bis', 'ish', 'sh.', 'Load', 'oado', 'adof', 'dofr', 'ofru', 'frub', 'rubb', 'ubbi', 'bbis', 'bish', 'ish.']","I too was gonna post something really nice a about this app, until it crashed without an app error message and wiped 2 hours worth of saved work. Load of rubbish. Where is the android design app that works?",ROOT-NN-prep-IN-punct-.,ROOT-S-NP-VP-.-NNS,NN-IN-NN-.,,,2.4.1,gp:AOqpTOFDp2pTfVz2TXGvcYsLIWHDAoZQKJlFVMDJkNHCV_YnyEYuqesQH6nwSr1OAmnQ0Moo7K_m0reyuEj_RQ,Load,1.0,"[('Load', 'NN'), ('of', 'IN'), ('rubbish', 'NN'), ('.', '.')]",0.0,Dl J
