P,Nice.
N,Love it sana kaso hndi q ma download2!
N,Bakit!
P,Great.
P,Excellent Aplication.
P,Love it.
E,Good communication.
P,Ilove it
N,May make item for free.
P,Fantastic.
P,I'm loving it.
P,Love it.
R,But would be beter with an aded lock mechanism.
R,Good but need more improvement.
P,So great this aps.
N,"Boo,wa$te of time!"
B,It always say invalid phone number and I try and try all over again but it doesent work uninstall now
N,Kakaotalk ap.
N,I'm a new man
E,Cutee.
P,Good.
P,Nice
N,Started just.
N,Y.
P,Cool.
P,Never ending love this ap
N,Ok.
N,Ok
N,Higher.
P,Verygood
P,I Loved this apm ?
P,Cool.
E,Useful.
P,Super excellent.
P,Good
N,Sometimes don't work.
N,This app is not good for anytime use.
E,it works beter sometimes and sometimes it seems to be very poor.
E,Prety cool site.
P,Like it.
P,Awesome
P,I love it <3.
N,12?
N,330?
P,It's really nice aps.
N,Skah ga.
P,I love it.
P,I just recently Used this app  and I have to say I love it
P,great!
P,Nice.
N,Hai.
P,Very good
N,Notifications.
B,I installed the new update and now notifications don't work anymore
N,Kakao talk.
P,Amazing ap.i liked it
P,Love it.
N,Hey.
P,Great ap
N,I can't uninstalled it.
N,Duh!
P,Best ap.
N,kakao.
E,it far beter than any ap
P,Good.
N,Downloading late
P,Very cool
P,very nice.
N,theres nothing like it.
P,amazinng
P,Very nice.
P,I loved.
P,I loved kakao talk
P,i love .
N,but .
P,it is a good app but some times tha sound break and disconnecting
P,awesome!
P,Love it.
N,Not bad.okay!
N,Nhoeine.
N,I miss you so mch
P,Good.
P,Good
N,k.k. k
P,Good.
P,Bit nice.
N,wow.
P,i love it so much
P,Wonderful!
P,It's good!
P,Excellent.
N,Kakao talk.
N,Because this is free
P,I like it.
P,Super duper cool
E,Free.
N,Call
P,I love thiz.
E,It's very fun
E,k. It's ok but occupies too much space.
N,iyi denebilecek bir program.
N,bazen sesli iletisim kopuyo ama idare eder.
P,Awesome ap.
N,I have been using other aplications before l came into contact with this one.
E,It's simple betebr.
P,Good work done.
P,Amazing.
P,Love it perfect
N,I like.
P,I'd love using this ap.
N,I can't download this ap.
N,Can't get information from the server?
P,Good.
N,zacky.
N,as
N,Kakaotalk.
P,Loved it!
P,So far the best I have had yet.
N,Does the job!
N,That's all in saying.
N,Why go looking for beter when it's right here!
P,Splendid.
P,Awesome.
E,"Great game, even beter on the note 3"
E,Friendly :-D.
P,Amazing app wid amazing features.
P,Love it
N,Dope.
B,Nice app but Bluetooth doesn't work.
P,Nice.
P,Cool
N,Must Try.
N,Pogi ako eh.
P,I love it all!
N,Especially facebook.
N,Mab get it done.
N,Man get it done
P,it's a good ap.
B,Won't send verification code.
P,Sucks.
N,What the hell?
N,I installed the ap.
N,I tried to make a phone call.
N,What the hell you can shake the phone and it will locate friends nearby!?!
N,That is not what I was looking for.
R,I just wish they could make a free text call ap.
N,That works like a magic jack.
E,"Same principle, Everyone says how this is free."
R,No they're making plenty of money off these aps.
N,If they would just make it work right.
N,Everyone with download it!
N,So I MUST rated awful cannot make a phone call.
P,Good luck.
E,Cute and fun.
N,relaxing my mind!
P,I love.
N,With this.
N,Software.
N,Buena aplicacion!
N,"Me encanta, es facil de usar y las llamadas son excelentes"
P,Very good!
P,Nice Ap.
P,This app peated the whatsap good jop :-)
P,Awesome ap.
N,Oh.
P,I love kakao talk
P,Good.
P,Good
P,Perfect.
P,Nice.
P,Super like.
P,The best
P,Love.
P,Nice.
N,Is it free for abscbn mobile?
B,Unstable network connection eror.
B,"Messages failed to send so I uninstalled and reinstalled, then I can't log on because aparently network connection is unavailable"
P,"Wow , such a good app ."
N,Wow.
P,Good one
P,Frustrating.
B,I can't log in!
B,The app always force closes!
P,Good.
P,Nice
P,Good.
P,Love it.
P,Good
N,Muah.
N,Muah
P,Love it.
P,Love kakaotalk
N,Dont work.
N,Yapandan A.R.O..
N,Ucretsiz konusma ve mesajlasmayi surekli kullaniyoruz arkadaslar ile.
N,Allah razi olsun cok isimizi goruyor.
N,Wooah!
P,Cool ap!
P,Great :)
B,Can't send messages anymore.
N,I tried reinstalling it but I can't even receive the four digits pin.
B,Network eror
P,An awesome communicating ap.
N,kalpana.
N,sadee
P,Very good.
N,I try
P,nice.
R,"so far its working fine, hope you guys would ad more free emoticons"
P,i love it.
N,Ok.
N,Wow.
P,Nice one
P,Sucks.
E,This app is annoying and takes up to much memory
P,good.
P,nice
P,Mr. Good aps
P,Lov It.
N,Galing nitong messanging na ito!
N,Wind runner.
N,I just use this for the Korean wind runner.
N,Lol
N,yes.
P,Apslover.
P,Love it
P,Really good!
P,Love it.
R,"Love it,  but need more budies!"
N,My kakao id is LinnaMarie
P,Very good.
E,Not too shaby!
N,Sms?
P,LOVE KAKAOTALK!
N,Great way to talk with my friends around the world!
R,But i also thought that it be awesome if kakaotalk can be enable as the default of messaging app too!
P,I hate this.
E,It's super fun.
P,It's a good ap.
P,Super super like.
B,Pictures sent or received can not be deleted from history.
N,Why I am not receiving verification code.
N,Is it working in u.a.e?
P,"Great Aplication, but ."
N,"I really love Kakaotalk because it made me keep in touch with my boyfie, and the fact that this is Free!"
N,as in FREE in the Philipines as real as I don't need to have load or wifi to use this is really amazing because of the partnership with ABS-CBN Mobile.
N,:) 2 thumbs up.
E,But what i don't like is that Stickers are so few in Free items.
N,So i don't enjoy sending much of it.
E,And i can even compare stickers of viber with these because they update always their stickers and a lot of it is free.
R,Please make more free!
P,Best.
N,Note 3.
P,Love e ap
N,Kakao Talk Free CallandText.
N,ok.
N,ok
P,Perfect.
R,Needs ability to remove people from rooms
P,great ap.
P,so far so good
P,Awesome.
N,Kakaoengrade.
N,TalkEngrade
E,Wonderful.
P,best Ap in the world.
P,Great.
P,awesome
P,Great.
N,kakao.
P,love it
N,Bee talk.
N,I cannot download my item.
B,I have fine 3G connection and Wifi suport but I cannot download my item.
N,Fix this then you will get 5 stars
P,I love this ap.
E,"Love it, very helpfull to keep me in touch with relatives abroad."
N,Thanks kakao.
P,Love it!
E,"it has great stickers,great design,no problems, all i need is more people in the US to use the app so i can use it all the time,kakao has some competition with kik,but LINE is doing a lot beter with stickers and emojis,don't let me down kakao"
P,Great.
P,Good ap
N,meow.
P,"Compared to other similiar aps, this one is the best!"
P,its great.
E,a lot less laging than touch i have found but i do have both.
N,but could use a few ninja type smiley s lol.
P,Awesome Ap.
P,I loved this ap.
E,It allows me to text with all my friends and is so comfortable and easy.
P,good.
P,good.
N,thks
N,daebak.
P,Love it.
P,Good.
P,I like it
P,AWESSOOMMMEE!
P,I totally love it!
N,especially the stickers.
P,I love this.
N,Wow so good to chat
N,Kakaotalk ringtone.
N,Hehe
N,STILL can't download new update
P,NICE!
N,NOT EXAGGERATED LIKE WECHAT!
N,I LAAAB THIS APP!
P,Perfect!
N,Jesus Christ!
N,Died for us!
N,Savior!
N,Paula Internpastor.
P,Good.
P,Good.
P,Awsssmm.
N,Just download for free game coins.
N,I beter use whatsap and bm only for indonesian user.
P,Loved.
P,Nice.
N,Ope.
P,LOVE THIS.
P,Good.
P,Nice
E,its greats ap~ but some emoticon are just not suport for some phone and even difficult to update.
R,"it will be wonderful if kakao can be backup and didn't lost the convo just like whatsap, and the voice note can be save directly, theme, emoticon and phone call~ maybe."
N,Kakao.
N,Galaxy grand neo.
P,"This is great app , i love this!"
N,Jojo.
N,Its.
P,Nice
P,Like!
N,Hihi
E,Easy!
E,Easy to use love the sticker things
N,Friends list.
B,I want to delete some people but it only shows hide or block .
R,Can you update to deleting option as well ?
N,Bedside manner seldom falters here.
N,Kakao.
N,Ang gnda.
N,Ko ketuk.
N,Ooo
P,Nice.
N,Thanku
P,Good.
N,Mantap
N,installed.
P,it is great to have kakaotalk
N,baby.
P,Love it!
P,Love it.
P,Love it.
N,Specially its free using Kapamilya Sim
P,Good ap.
P,Nice apl.
P,love it.
B,I put in my number and it's not working please.
N,Tell me wat to do.
P,Nice.
E,Good social and game ap!
P,Great ap.
N,Helps with communications with gamers and friends also.
N,"i can't download it -,-."
P,The best messaging ap.
P,I like everything about it
P,Good.
P,I like it.
P,Really Good.
N,Helps me reach out to people in korea and make new friends^??^
N,okey to.
P,It's amazeballs.
N,What a sexy ap.
N,It looks like a potato.
P,Great.
P,Nice.
E,Helpful
N,Vg.
P,It's very nice to have this kakao.
P,Good.
P,Perfect.
N,Always good thanks kakao
P,Nice.
P,Nice ap.
P,Good.
E,Its hella is cute!
N,~.
P,Love it.
N,Ahmad.
N,Shmasher
P,Good.
P,Very like
N,Faltu.
E,Fast.
N,Haneulbunny17.
P,Good ap.
N,Not satisfied.
N,Cannot save to SD card.
N,If you want stickers you have to download another kakao ap.
N,"does not have a timeline, you have to download yet another app for that!"
E,Line Chat is so much beter!
P,Good aplications.
N,Ok.
P,Good
N,80
P,Cool
P,This aps love it so much.
P,This is very nice aps.
P,Good.
P,I love kakao
N,Kakao talk.
P,Loved it
P,Love it!
P,The best way to communicate with my friends!
E,It's the fastest way to communicate with them.
N,Keep up the good work!
N,Kakao.
N,alvi.
P,Love it so much.
N,B.
P,Love it.
N,Ya.
P,Like it <3.
P,Nice.
P,Perfect
N,wowowow?
E,I esp love the new feature 'notification cover'!?
R,Would be great if you aded a password to it :)
N,Kakaotalk.
P,Nice.
P,I love this ap
P,Nice.
P,This is nice.
P,Everything is cool.
