,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
1668,dynamic color scheme,favourite colours,different,0.695726514,different
119,paste tool,add pen tool,different,0.695382237,different
3971,export,put titles,different,0.695355773,different
1187,paste tool,curve tool,different,0.695058346,different
1671,paste tool,fill color,different,0.694959462,different
2369,dynamic color scheme,intuitive layout,different,0.694696069,different
4956,save dialog,text insert,different,0.694432795,different
4569,paste tool,shrink an image,different,0.694394886,different
4218,reuse drawingsurface pipette activity,resize tool,different,0.694295347,different
923,paste tool,colour picker,different,0.693158746,different
5061,hint change default settings tools,toggle move option,different,0.692946315,different
4207,hint change default settings tools,resize tool,different,0.692697287,different
5147,confirm tool application selecting tool,type text,different,0.692068219,different
184,save dialog,adding text,different,0.691390097,different
870,paste tool,color picker,different,0.691085935,different
4342,save dialog,save your favourite,different,0.690761089,different
5228,confirm tool application selecting tool,user interface,different,0.690404892,different
1396,reuse drawingsurface pipette activity,draw some lines,different,0.690223753,different
4500,hint change default settings tools,selection tool,different,0.689749181,different
3053,hint change default settings tools,marking options,different,0.689670384,different
4902,save dialog,tell resolution,different,0.68946892,different
1810,share feature,find a place,different,0.688927293,different
125,spray tool,add pen tool,different,0.688557386,different
1829,correct user intended position tools,find a place,different,0.688053489,different
3365,dynamic color scheme,ms paint,different,0.688018203,different
2658,center button transform tool,line tools,different,0.687879086,different
3303,center button transform tool,move image,different,0.687478006,different
3372,share feature,multi touch interface,different,0.686651349,different
3727,save dialog,paste images,different,0.686637998,different
3742,paste tool,paths brushes,different,0.686585307,different
5068,center button transform tool,toggle move option,different,0.685942888,different
5252,save dialog,version ads,different,0.685882688,different
3626,center button transform tool,output resolution,different,0.685875535,different
1603,save dialog,enter texts,different,0.685822666,different
4302,dynamic color scheme,rotation controls,different,0.685819447,different
1122,export,creating a option,different,0.685647011,different
1203,center button transform tool,curve tool,different,0.685360312,different
1075,image file size editing,create graphics,different,0.685129285,different
473,spray tool,blur tool,different,0.684907138,different
2657,confirm tool application selecting tool,line tools,different,0.684331834,different
4150,share feature,resize picture,different,0.68417567,different
307,paste tool,applying a color,different,0.683807135,different
3631,image file size editing,output resolution,different,0.683610439,different
3287,paste tool,move image,different,0.683561325,different
1346,dynamic color scheme,do some quite,different,0.683186412,different
1704,spray tool,fill tool fills,different,0.68303144,different
633,share feature,chat thing,different,0.683019042,different
3285,close transform tool options clicking apply,move image,different,0.682869852,different
5211,close transform tool options clicking apply,user interface,different,0.682693183,different
824,spray tool,color fill tool,different,0.682150364,different
3731,center button transform tool,paste images,different,0.682107925,different
1687,center button transform tool,fill color,different,0.681963682,different
4014,hide unhide layer,rectangle stamp,different,0.681922197,different
356,correct user intended position tools,applying transparency,different,0.681787491,different
1132,dynamic color scheme,creating a option,different,0.680928886,different
5258,github crowdin integration,version ads,different,0.68065244,different
1310,confirm tool application selecting tool,device folder,different,0.680582881,different
5064,save dialog,toggle move option,different,0.680485249,different
3610,paste tool,output resolution,different,0.679901421,different
4210,save dialog,resize tool,different,0.679067492,different
4161,confirm tool application selecting tool,resize picture,different,0.678717434,different
5177,github crowdin integration,ui design,different,0.678663015,different
1490,spray tool,dynamic brushes,different,0.678602695,different
172,paste tool,adding text,different,0.678391933,different
3715,save temporary copies automatically,paste images,different,0.678326488,different
1714,center button transform tool,fill tool fills,different,0.677935123,different
4926,hint change default settings tools,text input option,different,0.677517533,different
390,share feature,available font,different,0.677357972,different
3705,center button transform tool,paste a part,different,0.677154303,different
3054,checkmark confirm tool applications,marking options,different,0.676692486,different
3696,spray tool,paste a part,different,0.676659286,different
3446,dynamic color scheme,new image option,different,0.676591873,different
3876,paste tool,pixel art,different,0.676140964,different
3724,hint change default settings tools,paste images,different,0.675985992,different
1369,reuse drawingsurface pipette activity,draw frames,different,0.675575137,different
5146,export,type text,different,0.675540924,different
3260,paste tool,move bits,different,0.675441504,different
5049,dynamic color scheme,think concept,different,0.675137758,different
3699,hint change default settings tools,paste a part,different,0.674779892,different
908,save dialog,colour fill option,different,0.674607217,different
4644,correct user intended position tools,simple area selection,different,0.674530864,different
3689,close transform tool options clicking apply,paste a part,different,0.674530506,different
4983,save dialog,text outline,different,0.674430072,different
3693,hide unhide layer,paste a part,different,0.673997104,different
4155,hint change default settings tools,resize picture,different,0.673900247,different
1718,reuse drawingsurface pipette activity,fill tool fills,different,0.673755646,different
1336,export,do some quite,different,0.672998786,different
4201,hide unhide layer,resize tool,different,0.672831774,different
1518,insert image catrobat media gallery,edit photos of gacha,different,0.672784686,different
894,close transform tool options clicking apply,colour fill option,different,0.672599196,different
5255,confirm tool application selecting tool,version ads,different,0.672240734,different
5247,insert image catrobat media gallery,version ads,different,0.672236741,different
3296,hint change default settings tools,move image,different,0.671991229,different
181,hint change default settings tools,adding text,different,0.671584547,different
3735,reuse drawingsurface pipette activity,paste images,different,0.671520114,different
2088,save dialog,go hang,different,0.671392858,different
1070,center button transform tool,create graphics,different,0.671216011,different
5156,dynamic color scheme,type text,different,0.671027899,different
1683,save dialog,fill color,different,0.670567632,different
4008,dynamic color scheme,quite complex picture,different,0.67051965,different
3603,reuse drawingsurface pipette activity,outline an addition,different,0.67022121,different
4905,confirm tool application selecting tool,tell resolution,different,0.670101881,different
2268,share feature,image edition,different,0.669868112,different
413,paste tool,basic animation package,different,0.669810295,different
572,dynamic color scheme,change width,different,0.669774115,different
3048,share feature,marking options,different,0.669687927,different
3931,save load pocketpaint format,pocket paint,different,0.669669449,different
3932,save load pocketpaint format,pocket paint,different,0.669669449,different
2285,image file size editing,image edition,different,0.669515431,different
5250,checkmark confirm tool applications,version ads,different,0.669203341,different
3583,paste tool,outline an addition,different,0.669185877,different
169,correct user intended position tools,add transparency,different,0.668928981,different
1326,share feature,do some quite,different,0.668924212,different
5262,upload mapping jenkins release builds,version ads,different,0.668128252,different
996,image file size editing,converting photos from mb,different,0.668105006,different
2540,spray tool,like paint,different,0.668044806,different
2983,reuse drawingsurface pipette activity,manipulator programs,different,0.66762507,different
4915,close transform tool options clicking apply,text input option,different,0.667426527,different
3620,checkmark confirm tool applications,output resolution,different,0.667357087,different
905,hint change default settings tools,colour fill option,different,0.667158782,different
5144,save dialog,type text,different,0.666887045,different
4153,insert image catrobat media gallery,resize picture,different,0.666699588,different
683,paste tool,circle tools,different,0.666616201,different
1311,center button transform tool,device folder,different,0.666575253,different
4221,correct user intended position tools,resize tool,different,0.666463494,different
641,save dialog,chat thing,different,0.666423976,different
2886,share feature,made reviews,different,0.666217208,different
401,confirm tool application selecting tool,available font,different,0.666192412,different
773,hint change default settings tools,code to games,different,0.666080117,different
1069,confirm tool application selecting tool,create graphics,different,0.666002214,different
3328,export,move text,different,0.665783942,different
150,share feature,add transparency,different,0.665561974,different
5034,hint change default settings tools,think concept,different,0.665531993,different
2648,spray tool,line tools,different,0.665228188,different
1937,correct user intended position tools,friendliness range,different,0.665226102,different
2278,export,image edition,different,0.66512388,different
5372,dynamic color scheme,zoom tool,different,0.665038824,different
5142,checkmark confirm tool applications,type text,different,0.664798617,different
4505,center button transform tool,selection tool,different,0.664626241,different
3739,dynamic color scheme,paste images,different,0.66431725,different
3622,save dialog,output resolution,different,0.664285064,different
4890,paste tool,tell resolution,different,0.663404942,different
3690,save temporary copies automatically,paste a part,different,0.663251936,different
3768,save temporary copies automatically,perfect substitute,different,0.663071156,different
2978,confirm tool application selecting tool,manipulator programs,different,0.663011014,different
5037,save dialog,think concept,different,0.662864149,different
2208,dynamic color scheme,gradient fill,different,0.662774384,different
1313,github crowdin integration,device folder,different,0.662579119,different
313,spray tool,applying a color,different,0.662547588,different
5256,center button transform tool,version ads,different,0.662530482,different
5141,hint change default settings tools,type text,different,0.662413716,different
3338,dynamic color scheme,move text,different,0.6620152,different
2950,export,main issue tools,different,0.661766768,different
2635,reuse drawingsurface pipette activity,line shapes,different,0.661402106,different
1063,hint change default settings tools,create graphics,different,0.661013961,different
33,dynamic color scheme,add transparency,different,0.66098243,different
5246,spray tool,version ads,different,0.660785615,different
900,share feature,colour fill option,different,0.660246134,different
4556,export,settings option,different,0.659747899,different
3701,save dialog,paste a part,different,0.659564316,different
2905,correct user intended position tools,made reviews,different,0.659183204,different
5023,close transform tool options clicking apply,think concept,different,0.659006178,different
768,share feature,code to games,different,0.658941627,different
4456,github crowdin integration,see this drive,different,0.658554137,different
5056,share feature,toggle move option,different,0.658475041,different
1316,image file size editing,device folder,different,0.658315778,different
1745,reuse drawingsurface pipette activity,fill tools,different,0.657956302,different
4162,center button transform tool,resize picture,different,0.657925129,different
2631,center button transform tool,line shapes,different,0.657698929,different
562,export,change width,different,0.657411695,different
3930,paste tool,pocket paint,different,0.657251537,different
816,close transform tool options clicking apply,color fill tool,different,0.657135665,different
2154,dynamic color scheme,good range,different,0.657078862,different
3628,github crowdin integration,output resolution,different,0.656979263,different
1507,correct user intended position tools,dynamic brushes,different,0.656950295,different
1601,checkmark confirm tool applications,enter texts,different,0.656908333,different
4986,confirm tool application selecting tool,text outline,different,0.656899929,different
1120,save dialog,creating a option,different,0.656692863,different
599,dynamic color scheme,changed language,different,0.656689286,different
3633,correct user intended position tools,output resolution,different,0.656667113,different
196,dynamic color scheme,adding text,different,0.656638086,different
2264,paste tool,image edition,different,0.656569719,different
982,insert image catrobat media gallery,converting photos from mb,different,0.656404197,different
2977,export,manipulator programs,different,0.656215787,different
2688,image file size editing,load photos,different,0.656123281,different
839,image file size editing,color fill tool,different,0.655930161,different
6,correct user intended position tools,original position,similar,0.655883193,different
2254,center button transform tool,image editing,different,0.655737817,different
409,correct user intended position tools,available font,different,0.655380189,different
1365,center button transform tool,draw frames,different,0.655252039,different
1731,spray tool,fill tools,different,0.655139983,different
3719,share feature,paste images,different,0.655138135,different
4513,dynamic color scheme,selection tool,different,0.655131638,different
2236,close transform tool options clicking apply,image editing,different,0.655052364,different
1482,close transform tool options clicking apply,dynamic brushes,different,0.654881299,different
39,paste tool,add a blur,different,0.654855907,different
3972,confirm tool application selecting tool,put titles,different,0.654658437,different
4442,share feature,see this drive,different,0.65395093,different
3721,spray tool,paste images,different,0.653854012,different
2184,paste tool,gradient fill,different,0.653848469,different
886,center button transform tool,color picker,different,0.653713822,different
1202,confirm tool application selecting tool,curve tool,different,0.653532505,different
5237,dynamic color scheme,user interface,different,0.653378844,different
4152,spray tool,resize picture,different,0.652829647,different
3694,share feature,paste a part,different,0.652169585,different
4446,auto crop icon,see this drive,different,0.651994705,different
3704,confirm tool application selecting tool,paste a part,different,0.651872873,different
3203,dynamic color scheme,more layers,different,0.651687801,different
751,export,code games,different,0.651472211,different
2694,paste tool,load pictures,different,0.651398063,different
1105,dynamic color scheme,create pictures,different,0.651210129,different
1740,confirm tool application selecting tool,fill tools,different,0.651064754,different
3361,reuse drawingsurface pipette activity,ms paint,different,0.651052356,different
703,reuse drawingsurface pipette activity,circle tools,different,0.650996447,different
4932,confirm tool application selecting tool,text input option,different,0.650960565,different
3276,center button transform tool,move bits,different,0.650720596,different
1012,save dialog,copy paste,different,0.65065074,different
3323,hint change default settings tools,move text,different,0.650523782,different
2381,hint change default settings tools,invent games,different,0.650324941,different
975,paste tool,converting photos from mb,different,0.650318146,different
1520,hint change default settings tools,edit photos of gacha,different,0.650266171,different
3264,share feature,move bits,different,0.650201857,different
4199,save load pocketpaint format,resize tool,different,0.649989486,different
4200,save load pocketpaint format,resize tool,different,0.649989486,different
323,center button transform tool,applying a color,different,0.649732888,different
5130,close transform tool options clicking apply,type text,different,0.649462819,different
384,close transform tool options clicking apply,available font,different,0.649383545,different
720,checkmark confirm tool applications,clone tool,different,0.649236619,different
4497,spray tool,selection tool,different,0.649188161,different
1291,correct user intended position tools,dedicated pan,different,0.649055421,different
3314,paste tool,move text,different,0.648925543,different
3762,reuse drawingsurface pipette activity,paths brushes,different,0.648739219,different
548,paste tool,change width,different,0.648700297,different
4501,checkmark confirm tool applications,selection tool,different,0.64866221,different
3312,close transform tool options clicking apply,move text,different,0.648624122,different
35,dynamic color scheme,applying transparency,different,0.648518801,different
557,hint change default settings tools,change width,different,0.648362875,different
2200,center button transform tool,gradient fill,different,0.648135066,different
4775,reuse drawingsurface pipette activity,spray tool,different,0.648121715,different
4179,insert image catrobat media gallery,resize pictures,different,0.647983789,different
699,center button transform tool,circle tools,different,0.647973418,different
337,share feature,applying transparency,different,0.647784829,different
327,reuse drawingsurface pipette activity,applying a color,different,0.647733808,different
545,dynamic color scheme,change canvas size,different,0.647434831,different
3421,save temporary copies automatically,new image option,different,0.64734292,different
4334,share feature,save your favourite,different,0.647143602,different
2946,checkmark confirm tool applications,main issue tools,different,0.646963358,different
1741,center button transform tool,fill tools,different,0.646790266,different
2198,export,gradient fill,different,0.646694779,different
5267,paste tool,white worked,different,0.646622777,different
4888,close transform tool options clicking apply,tell resolution,different,0.646381021,different
5183,dynamic color scheme,ui design,different,0.646225095,different
5025,paste tool,think concept,different,0.646127045,different
4753,dynamic color scheme,specify canvas size,different,0.646055937,different
481,export,blur tool,different,0.646045387,different
3957,paste tool,put titles,different,0.646034479,different
192,reuse drawingsurface pipette activity,adding text,different,0.645821571,different
5043,github crowdin integration,think concept,different,0.645555198,different
3246,better compression research implementation,more updates,different,0.645495534,different
3736,image file size editing,paste images,different,0.645472348,different
3299,save dialog,move image,different,0.645152271,different
4991,reuse drawingsurface pipette activity,text outline,different,0.645145714,different
4894,share feature,tell resolution,different,0.645053029,different
2276,save dialog,image edition,different,0.644980371,different
1374,close transform tool options clicking apply,draw some lines,different,0.644975901,different
1364,confirm tool application selecting tool,draw frames,different,0.644865155,different
5173,export,ui design,different,0.644764423,different
1373,dynamic color scheme,draw frames,different,0.644721866,different
1982,export,future a necessity,different,0.644653916,different
2076,paste tool,go hang,different,0.644334495,different
2261,dynamic color scheme,image editing,different,0.644304931,different
4170,close transform tool options clicking apply,resize pictures,different,0.643823028,different
4941,dynamic color scheme,text input option,different,0.643579245,different
2613,close transform tool options clicking apply,line shapes,different,0.643568456,different
3056,save dialog,marking options,different,0.643394828,different
4320,confirm tool application selecting tool,satisfy my experience,different,0.643274546,different
395,hint change default settings tools,available font,different,0.643140554,different
746,hint change default settings tools,code games,different,0.643121004,different
1058,share feature,create graphics,different,0.642869234,different
2082,spray tool,go hang,different,0.642807662,different
1691,reuse drawingsurface pipette activity,fill color,different,0.64240849,different
726,center button transform tool,clone tool,different,0.642405152,different
5379,share feature,zooming capabilities,different,0.642243505,different
530,hint change default settings tools,change canvas size,different,0.642160296,different
14,image file size editing,shrinks image size,similar,0.641940236,different
4981,checkmark confirm tool applications,text outline,different,0.641899109,different
3592,hint change default settings tools,outline an addition,different,0.641868711,different
3933,hide unhide layer,pocket paint,different,0.641782582,different
2190,spray tool,gradient fill,different,0.641772151,different
1713,confirm tool application selecting tool,fill tool fills,different,0.641643286,different
3722,insert image catrobat media gallery,paste images,different,0.641625226,different
4078,save dialog,reflect chosen colour,different,0.641587734,different
25,save temporary copies automatically,save your favourite,different,0.641468287,different
2586,close transform tool options clicking apply,liked line tool,different,0.641413569,different
4011,paste tool,rectangle stamp,different,0.641345143,different
2274,checkmark confirm tool applications,image edition,different,0.640802801,different
3961,share feature,put titles,different,0.640659809,different
500,spray tool,brush canvas,different,0.640595675,different
1020,reuse drawingsurface pipette activity,copy paste,different,0.640408754,different
2271,insert image catrobat media gallery,image edition,different,0.64009738,different
1685,export,fill color,different,0.640070379,different
1295,paste tool,device folder,different,0.640065193,different
2973,checkmark confirm tool applications,manipulator programs,different,0.640064776,different
2669,paste tool,load photos,different,0.639605045,different
830,save dialog,color fill tool,different,0.639434934,different
4558,center button transform tool,settings option,different,0.639412999,different
4330,close transform tool options clicking apply,save your favourite,different,0.639234066,different
3058,export,marking options,different,0.63914305,different
9,image file size editing,resize picture,similar,0.639128625,different
4904,export,tell resolution,different,0.639046907,different
186,export,adding text,different,0.638968408,different
1051,dynamic color scheme,correct point,different,0.63879323,different
5238,close transform tool options clicking apply,version ads,different,0.638743997,different
3050,spray tool,marking options,different,0.638728976,different
5260,reuse drawingsurface pipette activity,version ads,different,0.638718665,different
2645,hide unhide layer,line tools,different,0.638678968,different
2242,share feature,image editing,different,0.638650835,different
4512,correct user intended position tools,selection tool,different,0.638554573,different
3657,reuse drawingsurface pipette activity,paint bucket,different,0.638499558,different
3730,confirm tool application selecting tool,paste images,different,0.638258338,different
2182,close transform tool options clicking apply,gradient fill,different,0.638191581,different
1081,paste tool,create pictures,different,0.638149023,different
4927,checkmark confirm tool applications,text input option,different,0.638072789,different
3064,reuse drawingsurface pipette activity,marking options,different,0.638025761,different
5159,paste tool,ui design,different,0.637765944,different
464,dynamic color scheme,basic components,different,0.637676299,different
1820,export,find a place,different,0.637377799,different
2714,image file size editing,load pictures,different,0.637079597,different
2640,close transform tool options clicking apply,line tools,different,0.637031019,different
465,close transform tool options clicking apply,blur tool,different,0.636899352,different
1347,close transform tool options clicking apply,draw frames,different,0.636667907,different
2343,close transform tool options clicking apply,intuitive layout,different,0.636392355,different
2969,spray tool,manipulator programs,different,0.636202216,different
2330,save dialog,inport picture,different,0.636070609,different
724,export,clone tool,different,0.635876954,different
24,image file size editing,resize pictures,similar,0.635409117,different
4361,share feature,screen shots,different,0.635315299,different
5225,save dialog,user interface,different,0.635299325,different
5010,save dialog,text to pictures,different,0.635265708,different
1669,close transform tool options clicking apply,fill color,different,0.635246813,different
3883,insert image catrobat media gallery,pixel art,different,0.635193825,different
1307,save dialog,device folder,different,0.635177851,different
3703,export,paste a part,different,0.63498193,different
3599,center button transform tool,outline an addition,different,0.634794593,different
5175,center button transform tool,ui design,different,0.63478303,different
4381,dynamic color scheme,screen shots,different,0.634633183,different
2979,center button transform tool,manipulator programs,different,0.634512663,different
4222,dynamic color scheme,resize tool,different,0.634509444,different
199,paste tool,air brush,different,0.634447694,different
2279,confirm tool application selecting tool,image edition,different,0.634401441,different
3294,insert image catrobat media gallery,move image,different,0.634138107,different
4921,share feature,text input option,different,0.634033084,different
627,close transform tool options clicking apply,chat thing,different,0.63387531,different
589,export,changed language,different,0.633826733,different
1066,save dialog,create graphics,different,0.633665323,different
4671,correct user intended position tools,simple draw offer,different,0.633637071,different
896,paste tool,colour fill option,different,0.633551836,different
1201,export,curve tool,different,0.633473992,different
2621,spray tool,line shapes,different,0.63337481,different
4160,export,resize picture,different,0.633281827,different
4502,save dialog,selection tool,different,0.633270383,different
1108,paste tool,creating a option,different,0.633241653,different
1818,save dialog,find a place,different,0.633209527,different
2618,hide unhide layer,line shapes,different,0.633174896,different
470,hide unhide layer,blur tool,different,0.6330899,different
1304,hint change default settings tools,device folder,different,0.633023381,different
3258,close transform tool options clicking apply,move bits,different,0.632956922,different
2506,save temporary copies automatically,last update perfect,different,0.632737339,different
2559,close transform tool options clicking apply,liked line,different,0.632406831,different
3435,better compression research implementation,new image option,different,0.63189733,different
1699,save load pocketpaint format,fill tool fills,different,0.63187474,different
1700,save load pocketpaint format,fill tool fills,different,0.63187474,different
1361,save dialog,draw frames,different,0.631783128,different
134,confirm tool application selecting tool,add pen tool,different,0.631353498,different
3619,hint change default settings tools,output resolution,different,0.631159663,different
398,save dialog,available font,different,0.630975962,different
4195,dynamic color scheme,resize pictures,different,0.630900443,different
1072,github crowdin integration,create graphics,different,0.630835056,different
1008,insert image catrobat media gallery,copy paste,different,0.630761802,different
725,confirm tool application selecting tool,clone tool,different,0.630755544,different
5136,share feature,type text,different,0.63074106,different
737,paste tool,code games,different,0.630675137,different
483,center button transform tool,blur tool,different,0.630595446,different
1272,share feature,dedicated pan,different,0.630447865,different
2127,dynamic color scheme,good art,different,0.630420685,different
3973,center button transform tool,put titles,different,0.630376816,different
3067,correct user intended position tools,marking options,different,0.630179882,different
3964,insert image catrobat media gallery,put titles,different,0.630162835,different
3318,share feature,move text,different,0.630142212,different
2211,paste tool,ground color change,different,0.630140066,different
1667,correct user intended position tools,favourite colours,different,0.630060971,different
741,share feature,code games,different,0.629957318,different
4303,close transform tool options clicking apply,satisfy my experience,different,0.629935503,different
1536,close transform tool options clicking apply,edit small things,different,0.629838645,different
1609,github crowdin integration,enter texts,different,0.629748642,different
3436,export,new image option,different,0.629598022,different
714,share feature,clone tool,different,0.629529357,different
